supplier_id,supplier_name,country,sector,tier,esg_score,risk_rating,emission_contribution_tco2e,audit_status,last_audit_date,key_risk_factors,annual_spend_inr_crores,scope3_category,single_source_flag,emission_factor_source
SUP-06283,Cardinal Chemicals Pvt Ltd,Australia,Packaging,Tier 3,68.6,Low,636.7,Compliant,2023-01-25,Bribery & corruption,11.57,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-06284,Yarrow Industries Corp #6284,India,Chemicals,Tier 1,83.9,Low,1805.2,Compliant,2022-04-28,Tax transparency,15.92,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-06285,Tempus Resources Corp,Spain,Pharmaceuticals,Tier 1,81.2,Low,99.1,Compliant,2023-06-09,,3.81,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-06286,Kestrel Manufacturing Ltd #6286,India,Catering & Facilities,Tier 3,53.1,High,179.4,Overdue,2023-10-25,"Air emissions, Energy intensity, Bribery & corruption, Data security",11.51,Cat 6: Business Travel,No,EPA Emission Factors Hub 2024
SUP-06287,Solstice Technologies Ltd #6287,Egypt,Industrial Equipment,Tier 3,28.0,Critical,399.8,Overdue,2022-08-02,"Water stress, Waste disposal, Diversity gap, Bribery & corruption, Data security",15.81,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-06288,Apex Components Ltd #6288,Malaysia,Industrial Equipment,Tier 3,57.2,Medium,250.9,Pending,2023-03-27,Air emissions,8.33,Cat 2: Capital Goods,No,Internal Engineering Estimate
SUP-06289,Kestrel Industries AG #6289,Germany,Transportation,Tier 1,44.9,Critical,1034.5,Action Plan,2024-12-12,"Conflict minerals, Data security, Waste disposal",11.16,Cat 9: Downstream Transportation,No,EcoInvent v3.10
SUP-06290,Falcon Components Co #6290,South Africa,Catering & Facilities,Tier 3,43.6,High,201.9,Action Plan,2021-03-11,"Water stress, Energy intensity",15.27,Cat 6: Business Travel,No,EPA Emission Factors Hub 2024
SUP-06291,Beacon Group Co #6291,France,Electronics,Tier 1,65.5,Low,109.7,Compliant,2023-09-12,,5.78,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-06292,Astra Logistics LLP #6292,Sri Lanka,Logistics,Tier 1,83.7,Low,738.0,Compliant,2023-04-04,,9.51,Cat 9: Downstream Transportation,No,DEFRA UK 2024
SUP-06293,Cygnus Logistics Ltd #6293,France,Construction,Tier 2,52.8,High,2071.5,Pending,2022-10-11,"Diversity gap, Labor practices, Water stress, Ethical sourcing",29.17,Cat 2: Capital Goods,No,EXIOBASE v3.8
SUP-06294,Quasar Solutions Corp #6294,Indonesia,Electronics,Tier 3,50.0,High,1440.9,Overdue,2021-07-12,"Living wage, Worker safety, Air emissions",59.71,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-06295,Quasar Chemicals AG #6295,Mexico,Industrial Equipment,Tier 1,71.9,Medium,420.1,Action Plan,2024-09-24,"Conflict minerals, Effluent management",14.58,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-06296,Gemini Logistics Inc #6296,Germany,Mining,Tier 2,60.0,High,854.3,Action Plan,2021-07-25,"Waste disposal, Biodiversity impact, Air emissions, Data security",5.06,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-06297,Lumen Works AG #6297,United States,Industrial Equipment,Tier 1,73.2,High,113.2,Re-audit Required,2024-04-04,"Air emissions, Ethical sourcing, Diversity gap, Child labor risk",5.79,Cat 2: Capital Goods,No,EcoInvent v3.10
SUP-06298,Falcon Services SA #6298,Vietnam,Transportation,Tier 2,49.0,High,146.6,Compliant,2024-05-07,"Living wage, Ethical sourcing, Worker safety",1.96,Cat 4: Upstream Transportation,No,EXIOBASE v3.8
SUP-06299,Xenon Logistics LLP #6299,China,Construction,Tier 2,63.7,Low,580.2,Pending,2021-02-25,"Climate transition risk, Ethical sourcing",9.98,Cat 2: Capital Goods,No,EPA Emission Factors Hub 2024
SUP-06300,Cygnus Chemicals Ltd #6300,South Korea,Construction,Tier 3,62.7,Medium,706.0,Pending,2023-09-20,"Tax transparency, Biodiversity impact",8.23,Cat 2: Capital Goods,No,Industry Average (IEA)
SUP-06301,Indus Industries GmbH #6301,Vietnam,Energy Services,Tier 1,75.0,Low,1295.1,Compliant,2024-08-23,Climate transition risk,11.55,Cat 3: Fuel & Energy Related,No,Supplier-reported (EcoVadis)
SUP-06302,Cardinal Engineering GmbH #6302,United Kingdom,Catering & Facilities,Tier 1,76.2,Low,159.6,Compliant,2022-08-16,,8.41,Cat 6: Business Travel,No,DEFRA UK 2024
SUP-06303,Orion Components AG #6303,Brazil,IT Services,Tier 1,56.5,High,18.0,Re-audit Required,2021-08-05,"Tax transparency, Effluent management",3.88,Cat 15: Investments,No,EXIOBASE v3.8
SUP-06304,Gemini Polymers GmbH #6304,Brazil,Engineering Services,Tier 1,65.1,Medium,34.6,Pending,2024-12-16,"Energy intensity, Waste disposal",3.47,Cat 2: Capital Goods,No,Supplier-reported (CDP)
SUP-06305,Zenith Distributors Pvt Ltd #6305,Malaysia,Pharmaceuticals,Tier 1,94.5,Low,236.8,Compliant,2022-11-23,"Ethical sourcing, Child labor risk",6.17,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-06306,Cygnus Components AG #6306,United States,Catering & Facilities,Tier 2,67.6,Low,101.0,Compliant,2021-07-08,Climate transition risk,5.56,Cat 6: Business Travel,No,EPA Emission Factors Hub 2024
SUP-06307,Ember Solutions Co #6307,UAE,Steel & Metals,Tier 1,64.4,Medium,1117.3,Compliant,2023-04-11,"Labor practices, Biodiversity impact, Effluent management",9.03,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-06308,Granite Industries AG,Japan,IT Services,Tier 1,64.8,Low,25.6,Compliant,2022-07-07,,7.06,Cat 15: Investments,No,EXIOBASE v3.8
SUP-06309,Astra Services Pvt Ltd #6309,Japan,Catering & Facilities,Tier 1,80.3,Medium,53.0,Compliant,2022-05-09,"Waste disposal, Climate transition risk",3.44,Cat 6: Business Travel,No,EXIOBASE v3.8
SUP-06310,Beacon Holdings Pvt Ltd #6310,South Africa,Construction,Tier 3,73.7,Low,292.4,Pending,2023-02-03,"Living wage, Tax transparency",5.17,Cat 2: Capital Goods,No,Supplier-reported (EcoVadis)
SUP-06311,Cygnus Components GmbH #6311,Germany,Manufacturing,Tier 1,74.8,Medium,369.3,Pending,2022-01-13,"Climate transition risk, Diversity gap",13.45,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06312,Drake Chemicals Co #6312,Mexico,Agriculture,Tier 3,51.3,High,3040.2,Overdue,2022-09-19,"Bribery & corruption, Effluent management, Air emissions, Living wage",27.39,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-06313,Lumen Works Pvt Ltd #6313,Japan,Packaging,Tier 1,80.3,Medium,168.2,Action Plan,2022-04-11,Labor practices,4.88,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-06314,Gemini Engineering Co #6314,Egypt,Construction,Tier 1,59.7,Medium,450.2,Action Plan,2022-03-16,"Worker safety, Waste disposal",8.29,Cat 2: Capital Goods,No,DEFRA UK 2024
SUP-06315,Indus Enterprises Ltd #6315,Saudi Arabia,Transportation,Tier 1,75.3,Low,511.2,Compliant,2023-10-28,"Forced labor risk, Labor practices",6.05,Cat 4: Upstream Transportation,No,EcoInvent v3.10
SUP-06316,Polaris Logistics Inc #6316,Egypt,Plastics & Polymers,Tier 1,75.8,Medium,3743.9,Pending,2022-10-20,Biodiversity impact,40.35,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-06317,Wolfram Packaging Pvt Ltd #6317,South Africa,IT Services,Tier 1,72.6,Low,40.5,Compliant,2024-06-23,,9.95,Cat 15: Investments,No,USEEIO v2.0
SUP-06318,Cardinal Components LLP #6318,Mexico,Electronics,Tier 1,56.9,High,128.0,Action Plan,2021-11-08,"Labor practices, Conflict minerals",5.87,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-06319,Ember Solutions Pvt Ltd #6319,Vietnam,Pharmaceuticals,Tier 1,72.3,Medium,329.5,Action Plan,2022-09-15,Living wage,14.37,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-06320,Falcon Components Inc #6320,Indonesia,Engineering Services,Tier 2,56.2,Critical,22.8,Overdue,2022-12-06,"Data security, Living wage, Conflict minerals",2.51,Cat 2: Capital Goods,No,Supplier-reported (EcoVadis)
SUP-06321,Hyperion Polymers Corp #6321,Egypt,Mining,Tier 1,67.6,Medium,1705.2,Compliant,2022-01-01,"Conflict minerals, Diversity gap, Air emissions",10.59,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-06322,Cygnus Enterprises GmbH,Malaysia,Agriculture,Tier 1,67.9,Low,1793.9,Compliant,2024-02-10,,16.02,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-06323,Juno Chemicals Corp #6323,UAE,Manufacturing,Tier 2,63.1,Medium,102.2,Compliant,2024-05-02,Data security,2.86,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-06324,Cygnus Services LLP #6324,South Korea,Chemicals,Tier 1,78.0,Low,721.8,Compliant,2024-04-22,,7.09,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-06325,Fortis Holdings LLP #6325,UAE,Engineering Services,Tier 1,68.3,Medium,102.5,Pending,2022-10-22,"Living wage, Forced labor risk",10.46,Cat 2: Capital Goods,No,EXIOBASE v3.8
SUP-06326,Delta Services Corp #6326,Mexico,Industrial Equipment,Tier 1,86.9,Low,89.4,Compliant,2024-06-26,,4.73,Cat 2: Capital Goods,No,Supplier-reported (EcoVadis)
SUP-06327,Tempus Works AG #6327,Thailand,Logistics,Tier 1,67.5,Low,139.7,Compliant,2022-07-20,,2.59,Cat 9: Downstream Transportation,No,Industry Average (IEA)
SUP-06328,Yarrow Trading Inc #6328,Spain,Logistics,Tier 1,58.7,Medium,398.1,Compliant,2022-03-06,"Climate transition risk, Air emissions",5.38,Cat 9: Downstream Transportation,No,Industry Average (IEA)
SUP-06329,Fortis Technologies Inc #6329,Germany,Catering & Facilities,Tier 1,78.3,Medium,38.8,Compliant,2022-07-07,"Air emissions, Bribery & corruption",3.33,Cat 6: Business Travel,No,DEFRA UK 2024
SUP-06330,Orion Packaging SA #6330,China,Engineering Services,Tier 2,46.9,High,12.7,Re-audit Required,2024-03-02,"Ethical sourcing, Waste disposal",2.01,Cat 2: Capital Goods,No,Industry Average (IEA)
SUP-06331,Xenon Services Pvt Ltd #6331,Japan,IT Services,Tier 2,68.3,High,110.0,Overdue,2024-08-13,"Waste disposal, Living wage, Forced labor risk, Air emissions",30.31,Cat 15: Investments,No,Supplier-reported (EcoVadis)
SUP-06332,Drake Materials SA #6332,Malaysia,Energy Services,Tier 2,53.5,High,2021.5,Pending,2021-08-20,"Effluent management, Bribery & corruption, Worker safety",18.31,Cat 3: Fuel & Energy Related,No,DEFRA UK 2024
SUP-06333,Meridian Trading Pvt Ltd #6333,India,Mining,Tier 2,40.7,High,660.6,Overdue,2022-01-01,"Bribery & corruption, Child labor risk, Diversity gap, Data security",4.12,Cat 1: Purchased Goods & Services,Yes,EcoInvent v3.10
SUP-06334,Yarrow Manufacturing AG #6334,Spain,Logistics,Tier 1,79.4,Low,298.4,Compliant,2022-04-02,"Worker safety, Bribery & corruption",4.47,Cat 9: Downstream Transportation,No,EXIOBASE v3.8
SUP-06335,Lumen Chemicals Ltd #6335,South Korea,Catering & Facilities,Tier 3,32.3,Critical,79.4,Compliant,2024-02-12,"Conflict minerals, Data security, Biodiversity impact",5.06,Cat 6: Business Travel,No,EXIOBASE v3.8
SUP-06336,Falcon Holdings AG #6336,Spain,Agriculture,Tier 1,61.8,Medium,314.3,Compliant,2023-11-18,"Child labor risk, Water stress",4.47,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-06337,Drake Holdings Co #6337,Vietnam,Manufacturing,Tier 2,53.7,Medium,116.4,Compliant,2023-12-22,"Climate transition risk, Air emissions",3.53,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-06338,Apex Materials GmbH,UAE,Manufacturing,Tier 3,41.0,Critical,978.8,Action Plan,2021-02-22,"Biodiversity impact, Energy intensity, Child labor risk, Ethical sourcing",33.26,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-06339,Cygnus Enterprises AG #6339,UAE,Catering & Facilities,Tier 3,44.8,High,13.7,Overdue,2022-02-28,"Waste disposal, Bribery & corruption, Conflict minerals",1.08,Cat 6: Business Travel,No,EcoInvent v3.10
SUP-06340,Umbra Services Corp #6340,Brazil,Manufacturing,Tier 2,53.9,High,136.9,Action Plan,2024-11-10,"Biodiversity impact, Diversity gap",6.8,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-06341,Yarrow Logistics SA #6341,South Africa,Energy Services,Tier 1,75.9,Low,407.3,Pending,2024-10-07,,3.67,Cat 3: Fuel & Energy Related,No,Internal Engineering Estimate
SUP-06342,Juno Works Co #6342,Turkey,Industrial Equipment,Tier 1,70.4,Low,407.9,Compliant,2024-03-26,"Worker safety, Labor practices",23.15,Cat 2: Capital Goods,Yes,GLEC Framework v3.0
SUP-06343,Cygnus Works Co #6343,Australia,Engineering Services,Tier 2,72.6,High,536.5,Overdue,2024-10-17,"Water stress, Ethical sourcing, Child labor risk, Biodiversity impact",60.0,Cat 2: Capital Goods,No,Internal Engineering Estimate
SUP-06344,Ravelin Group LLP #6344,South Africa,Manufacturing,Tier 1,62.6,Low,303.7,Pending,2024-02-27,"Labor practices, Forced labor risk",12.71,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-06345,Cardinal Holdings Co #6345,Vietnam,Transportation,Tier 2,53.1,High,812.7,Overdue,2024-10-26,"Ethical sourcing, Effluent management",11.77,Cat 9: Downstream Transportation,No,USEEIO v2.0
SUP-06346,Wolfram Trading LLP #6346,United States,IT Services,Tier 1,87.6,Low,40.0,Compliant,2024-09-28,Child labor risk,11.67,Cat 15: Investments,No,GLEC Framework v3.0
SUP-06347,Tempus Holdings Corp #6347,Japan,Steel & Metals,Tier 1,75.4,Medium,941.1,Compliant,2023-10-11,Worker safety,6.1,Cat 1: Purchased Goods & Services,Yes,EPA Emission Factors Hub 2024
SUP-06348,Xenon Enterprises Pvt Ltd #6348,Indonesia,Pharmaceuticals,Tier 2,44.9,High,448.2,Overdue,2022-12-20,"Effluent management, Biodiversity impact, Air emissions",11.4,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-06349,Vector Enterprises Co #6349,Bangladesh,Transportation,Tier 1,65.4,Medium,18959.2,Compliant,2021-07-24,"Child labor risk, Bribery & corruption",250.25,Cat 9: Downstream Transportation,Yes,EXIOBASE v3.8
SUP-06350,Hyperion Polymers GmbH #6350,Egypt,Logistics,Tier 2,38.2,High,946.8,Pending,2023-10-11,"Forced labor risk, Effluent management",13.37,Cat 4: Upstream Transportation,No,EXIOBASE v3.8
SUP-06351,Nimbus Engineering Corp,Spain,Manufacturing,Tier 3,62.3,Medium,2193.3,Action Plan,2023-03-07,"Labor practices, Waste disposal, Water stress",70.4,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-06352,Drake Polymers Pvt Ltd #6352,France,Electronics,Tier 1,71.2,Low,12.3,Action Plan,2021-09-28,,0.78,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-06353,Astra Solutions SA #6353,Egypt,Electronics,Tier 3,47.8,Critical,92.8,Re-audit Required,2023-06-11,"Bribery & corruption, Forced labor risk, Living wage",3.81,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-06354,Fortis Resources Ltd #6354,Germany,Chemicals,Tier 2,52.0,Medium,296.2,Pending,2024-01-01,"Energy intensity, Worker safety",3.91,Cat 11: Use of Sold Products,No,EXIOBASE v3.8
SUP-06355,Zenith Solutions LLP #6355,Spain,Energy Services,Tier 1,59.5,Medium,329.7,Pending,2021-09-06,Diversity gap,3.33,Cat 3: Fuel & Energy Related,Yes,EcoInvent v3.10
SUP-06356,Astra Components Ltd #6356,South Korea,Packaging,Tier 1,68.9,Medium,558.9,Pending,2021-12-10,"Waste disposal, Child labor risk",13.44,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-06357,Drake Materials Corp #6357,UAE,Pharmaceuticals,Tier 2,48.2,Medium,1159.1,Re-audit Required,2021-07-04,"Diversity gap, Water stress, Forced labor risk",29.43,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-06358,Ravelin Distributors LLP #6358,Vietnam,Mining,Tier 2,44.5,High,439.0,Re-audit Required,2024-01-09,"Labor practices, Ethical sourcing",2.82,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06359,Nimbus Industries GmbH,Brazil,Chemicals,Tier 1,65.4,Medium,717.6,Pending,2021-05-21,Data security,7.86,Cat 11: Use of Sold Products,No,EXIOBASE v3.8
SUP-06360,Tempus Works AG #6360,South Africa,Energy Services,Tier 2,45.1,High,228.6,Pending,2023-10-01,"Energy intensity, Effluent management, Biodiversity impact, Forced labor risk",2.69,Cat 3: Fuel & Energy Related,No,Supplier-reported (EcoVadis)
SUP-06361,Falcon Technologies GmbH #6361,South Korea,Engineering Services,Tier 3,68.4,Low,210.3,Action Plan,2024-12-11,"Waste disposal, Diversity gap",20.56,Cat 2: Capital Goods,No,EXIOBASE v3.8
SUP-06362,Beacon Works LLP #6362,United States,Chemicals,Tier 1,84.9,Medium,2242.1,Compliant,2021-12-13,"Bribery & corruption, Climate transition risk",18.77,Cat 11: Use of Sold Products,No,GLEC Framework v3.0
SUP-06363,Quasar Packaging Pvt Ltd,Indonesia,Manufacturing,Tier 1,56.1,High,240.9,Compliant,2023-02-10,"Tax transparency, Biodiversity impact, Diversity gap, Air emissions",7.68,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-06364,Beacon Chemicals Ltd #6364,South Korea,Steel & Metals,Tier 1,59.3,Low,1477.5,Pending,2022-11-24,"Data security, Biodiversity impact",13.5,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-06365,Kestrel Works Co #6365,UAE,Manufacturing,Tier 1,71.8,Medium,2105.4,Compliant,2023-12-08,Ethical sourcing,61.32,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-06366,Ravelin Enterprises Inc,Sri Lanka,IT Services,Tier 2,75.8,Low,49.1,Compliant,2021-06-15,Bribery & corruption,16.6,Cat 15: Investments,No,Industry Average (IEA)
SUP-06367,Ravelin Solutions Inc #6367,Saudi Arabia,Energy Services,Tier 1,67.4,Medium,534.0,Action Plan,2022-04-15,"Conflict minerals, Ethical sourcing, Air emissions",6.56,Cat 3: Fuel & Energy Related,No,USEEIO v2.0
SUP-06368,Fortis Solutions Ltd #6368,Bangladesh,IT Services,Tier 2,67.1,Medium,14.9,Action Plan,2023-10-02,Worker safety,3.04,Cat 15: Investments,No,USEEIO v2.0
SUP-06369,Gemini Industries Corp #6369,Saudi Arabia,Agriculture,Tier 2,57.8,High,2671.1,Re-audit Required,2023-09-10,"Forced labor risk, Climate transition risk, Tax transparency, Energy intensity",33.04,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-06370,Delta Technologies AG #6370,Sri Lanka,Pharmaceuticals,Tier 1,81.1,Low,151.8,Compliant,2023-03-03,"Living wage, Air emissions",3.9,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-06371,Apex Logistics GmbH,India,Logistics,Tier 1,88.4,High,579.6,Action Plan,2023-12-11,"Air emissions, Living wage",7.26,Cat 4: Upstream Transportation,No,GLEC Framework v3.0
SUP-06372,Astra Distributors GmbH #6372,Bangladesh,Construction,Tier 1,75.1,Low,6244.7,Pending,2022-05-24,Air emissions,113.98,Cat 2: Capital Goods,No,Internal Engineering Estimate
SUP-06373,Tempus Chemicals Corp #6373,Japan,Manufacturing,Tier 2,63.6,High,305.0,Pending,2023-04-18,"Air emissions, Living wage",12.47,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06374,Delta Engineering Corp #6374,Australia,Catering & Facilities,Tier 3,51.6,High,148.5,Action Plan,2023-11-24,"Conflict minerals, Biodiversity impact, Effluent management",9.65,Cat 6: Business Travel,No,EPA Emission Factors Hub 2024
SUP-06375,Helios Technologies Ltd #6375,France,Construction,Tier 1,73.0,High,2114.8,Action Plan,2022-10-26,"Data security, Labor practices, Climate transition risk",42.73,Cat 2: Capital Goods,No,Supplier-reported (CDP)
SUP-06376,Astra Chemicals SA #6376,South Korea,Manufacturing,Tier 1,74.1,Medium,346.7,Compliant,2024-05-19,"Ethical sourcing, Living wage",11.99,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-06377,Tempus Industries Corp #6377,Brazil,Construction,Tier 3,53.7,High,339.0,Action Plan,2022-05-24,"Diversity gap, Biodiversity impact, Labor practices, Energy intensity",5.64,Cat 2: Capital Goods,No,DEFRA UK 2024
SUP-06378,Xenon Manufacturing AG #6378,United Kingdom,Engineering Services,Tier 3,30.4,High,55.5,Overdue,2023-11-15,"Living wage, Energy intensity, Labor practices, Air emissions",6.66,Cat 2: Capital Goods,No,DEFRA UK 2024
SUP-06379,Drake Logistics Co #6379,UAE,Transportation,Tier 1,72.9,Medium,1422.9,Compliant,2024-09-10,"Climate transition risk, Biodiversity impact",15.8,Cat 9: Downstream Transportation,No,Internal Engineering Estimate
SUP-06380,Gemini Enterprises AG #6380,UAE,IT Services,Tier 3,79.8,Low,32.2,Compliant,2024-11-20,Labor practices,6.34,Cat 15: Investments,No,DEFRA UK 2024
SUP-06381,Cygnus Trading SA #6381,Germany,Industrial Equipment,Tier 1,73.9,Low,585.5,Pending,2023-02-22,,26.55,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
