risk_id,category,scenario,time_horizon,likelihood,financial_impact_inr_crores,mitigation,status,owner,affected_business_unit,risk_description
CR-06142,Transition-Market,RCP8.5,Very Long (10-30 yr),Rare,1.53,Hedging via carbon market,Closed,Investor Relations,BIZ-HYD,Bank lending tied to transition plan quality
CR-06143,Transition-Market,RCP8.5,Very Long (10-30 yr),Possible,3.56,Customer transition partnership,Closed,Group HR,PCH-JMG,Bank lending tied to transition plan quality
CR-06144,Transition-Market,RCP8.5,Very Long (10-30 yr),Possible,22.31,Capex earmarked in 5-yr plan,Mitigating,Plant Operations,PJT-BIO,Bank lending tied to transition plan quality
CR-06145,Transition-Market,NGFS-NetZero2050,Short (0-2 yr),Possible,7.29,Vendor diversification programme,Mitigating,Procurement,PJT-CYB,Insurance premium escalation for high-risk sites
CR-06146,Transition-Market,NGFS-NetZero2050,Short (0-2 yr),Possible,10.04,PPA conversion to renewables,Mitigating,Plant Operations,OFC-CHN,Insurance premium escalation for high-risk sites
CR-06147,Transition-Market,NGFS-NetZero2050,Short (0-2 yr),Possible,8.78,Capex earmarked in 5-yr plan,Mitigating,Group HR,REG-EUR,Insurance premium escalation for high-risk sites
CR-06148,Transition-Market,NGFS-NetZero2050,Short (0-2 yr),Possible,44.42,Vendor diversification programme,Closed,CRO Office,LOG-KCH,Insurance premium escalation for high-risk sites
CR-06149,Transition-Market,NGFS-NetZero2050,Short (0-2 yr),Likely,36.69,Customer transition partnership,Closed,Legal & Compliance,PJT-DIG,Insurance premium escalation for high-risk sites
CR-06150,Transition-Market,NGFS-NetZero2050,Short (0-2 yr),Likely,0.93,Capex earmarked in 5-yr plan,Mitigating,CRO Office,LOG-NSK,Insurance premium escalation for high-risk sites
CR-06151,Transition-Market,NGFS-NetZero2050,Medium (2-5 yr),Likely,5.1,Site-level adaptation plan,Mitigating,Procurement,FNC-IT,Insurance premium escalation for high-risk sites
CR-06152,Transition-Market,NGFS-NetZero2050,Medium (2-5 yr),Likely,8.25,Engineering controls — process,Mitigating,Treasury,FW-CSRD,Insurance premium escalation for high-risk sites
CR-06153,Transition-Market,NGFS-NetZero2050,Medium (2-5 yr),Possible,72.15,Capex earmarked in 5-yr plan,Mitigating,EHS Director,MKT-DTC,Insurance premium escalation for high-risk sites
CR-06154,Transition-Market,NGFS-NetZero2050,Medium (2-5 yr),Possible,2.37,Vendor diversification programme,Closed,Strategy & Planning,PJT-CIRC,Insurance premium escalation for high-risk sites
CR-06155,Transition-Market,NGFS-NetZero2050,Medium (2-5 yr),Possible,165.6,Customer transition partnership,Closed,Procurement,RSK-SUP,Insurance premium escalation for high-risk sites
CR-06156,Transition-Market,NGFS-NetZero2050,Medium (2-5 yr),Possible,10.21,Workforce reskilling programme,Mitigating,Procurement,BIZ-AGR,Insurance premium escalation for high-risk sites
CR-06157,Transition-Market,NGFS-NetZero2050,Medium (2-5 yr),Likely,4.39,PPA conversion to renewables,Closed,Sustainability — Climate,RSK-DAT,Insurance premium escalation for high-risk sites
CR-06158,Transition-Market,NGFS-NetZero2050,Long (5-10 yr),Rare,2.79,Hedging via carbon market,Mitigating,CRO Office,REG-EST,Insurance premium escalation for high-risk sites
CR-06159,Transition-Market,NGFS-NetZero2050,Long (5-10 yr),Possible,5.47,Site-level adaptation plan,Closed,Group HR,BIZ-LUB,Insurance premium escalation for high-risk sites
CR-06160,Transition-Market,NGFS-NetZero2050,Long (5-10 yr),Possible,2.73,Hedging via carbon market,Mitigating,Plant Operations,LOG-VSP,Insurance premium escalation for high-risk sites
CR-06161,Transition-Market,NGFS-NetZero2050,Long (5-10 yr),Likely,8.28,Supplier contract pass-through,Closed,Plant Operations,MKT-B2C,Insurance premium escalation for high-risk sites
CR-06162,Transition-Market,NGFS-NetZero2050,Long (5-10 yr),Possible,8.43,Site-level adaptation plan,Closed,Legal & Compliance,PJT-SAF,Insurance premium escalation for high-risk sites
CR-06163,Transition-Market,NGFS-NetZero2050,Long (5-10 yr),Almost Certain,146.41,Customer transition partnership,Closed,Procurement,DST-KOL,Insurance premium escalation for high-risk sites
CR-06164,Transition-Market,NGFS-NetZero2050,Long (5-10 yr),Possible,2.88,Site-level adaptation plan,Mitigating,EHS Director,RND-SRT,Insurance premium escalation for high-risk sites
CR-06165,Transition-Market,NGFS-NetZero2050,Very Long (10-30 yr),Possible,0.79,Customer transition partnership,Closed,CRO Office,PJT-LIV,Insurance premium escalation for high-risk sites
CR-06166,Transition-Market,NGFS-NetZero2050,Very Long (10-30 yr),Likely,55.33,Insurance coverage expanded,Closed,Procurement,MKT-B2B,Insurance premium escalation for high-risk sites
CR-06167,Transition-Market,NGFS-NetZero2050,Very Long (10-30 yr),Likely,5.99,PPA conversion to renewables,Mitigating,CRO Office,OFC-AMD,Insurance premium escalation for high-risk sites
CR-06168,Transition-Market,NGFS-NetZero2050,Very Long (10-30 yr),Almost Certain,3.93,Engineering controls — process,Mitigating,Procurement,RSK-CYB,Insurance premium escalation for high-risk sites
CR-06169,Transition-Market,NGFS-NetZero2050,Very Long (10-30 yr),Possible,33.9,Workforce reskilling programme,Mitigating,CRO Office,RND-HYD,Insurance premium escalation for high-risk sites
CR-06170,Transition-Market,NGFS-NetZero2050,Very Long (10-30 yr),Likely,19.99,PPA conversion to renewables,Mitigating,Treasury,PJT-WTR,Insurance premium escalation for high-risk sites
CR-06171,Transition-Market,NGFS-NetZero2050,Very Long (10-30 yr),Possible,2.35,PPA conversion to renewables,Mitigating,Legal & Compliance,PJT-CCS,Insurance premium escalation for high-risk sites
CR-06172,Transition-Market,NGFS-NetZero2050,Very Long (10-30 yr),Likely,4.36,Site-level adaptation plan,Open,Sustainability — Climate,RSK-REP,Insurance premium escalation for high-risk sites
CR-06173,Transition-Market,NGFS-DivergentNetZero,Short (0-2 yr),Likely,7.71,Workforce reskilling programme,Mitigating,Strategy & Planning,RND-BLR,Insurance premium escalation for high-risk sites
CR-06174,Transition-Market,NGFS-DivergentNetZero,Short (0-2 yr),Likely,31.69,Insurance coverage expanded,Mitigating,EHS Director,RSK-DAT,Insurance premium escalation for high-risk sites
CR-06175,Transition-Market,NGFS-DivergentNetZero,Short (0-2 yr),Rare,47.61,Hedging via carbon market,Mitigating,Sustainability — Climate,PJT-COM,Insurance premium escalation for high-risk sites
CR-06176,Transition-Market,NGFS-DivergentNetZero,Short (0-2 yr),Likely,1.7,Supplier contract pass-through,Closed,EHS Director,MKT-DST,Insurance premium escalation for high-risk sites
CR-06177,Transition-Market,NGFS-DivergentNetZero,Short (0-2 yr),Possible,7.43,Engineering controls — process,Closed,Sustainability — Climate,MKT-SMB,Insurance premium escalation for high-risk sites
CR-06178,Transition-Market,NGFS-DivergentNetZero,Medium (2-5 yr),Possible,0.5,Hedging via carbon market,Open,Treasury,OFC-JPR,Insurance premium escalation for high-risk sites
CR-06179,Transition-Market,NGFS-DivergentNetZero,Medium (2-5 yr),Possible,396.15,Capex earmarked in 5-yr plan,Mitigating,CRO Office,RSK-TRN,Insurance premium escalation for high-risk sites
CR-06180,Transition-Market,NGFS-DivergentNetZero,Medium (2-5 yr),Possible,52.27,Hedging via carbon market,Mitigating,Group HR,BIZ-FUE,Insurance premium escalation for high-risk sites
CR-06181,Transition-Market,NGFS-DivergentNetZero,Medium (2-5 yr),Possible,3.11,Site-level adaptation plan,Mitigating,EHS Director,RND-SRT,Insurance premium escalation for high-risk sites
CR-06182,Transition-Market,NGFS-DivergentNetZero,Medium (2-5 yr),Likely,8.13,Insurance coverage expanded,Mitigating,Legal & Compliance,PCH-GDR,Insurance premium escalation for high-risk sites
CR-06183,Transition-Market,NGFS-DivergentNetZero,Medium (2-5 yr),Almost Certain,0.89,Customer transition partnership,Open,EHS Director,OFC-CHN,Insurance premium escalation for high-risk sites
CR-06184,Transition-Market,NGFS-DivergentNetZero,Medium (2-5 yr),Almost Certain,8.86,Site-level adaptation plan,Mitigating,Legal & Compliance,MKT-PSU,Insurance premium escalation for high-risk sites
CR-06185,Transition-Market,NGFS-DivergentNetZero,Medium (2-5 yr),Likely,3.34,Vendor diversification programme,Mitigating,CRO Office,PJT-WHB,Insurance premium escalation for high-risk sites
CR-06186,Transition-Market,NGFS-DivergentNetZero,Long (5-10 yr),Likely,30.45,Hedging via carbon market,Closed,Procurement,DST-IND,Insurance premium escalation for high-risk sites
CR-06187,Transition-Market,NGFS-DivergentNetZero,Long (5-10 yr),Possible,16.07,Site-level adaptation plan,Mitigating,Strategy & Planning,RSK-TRN,Insurance premium escalation for high-risk sites
CR-06188,Transition-Market,NGFS-DivergentNetZero,Long (5-10 yr),Possible,12.46,Insurance coverage expanded,Mitigating,Legal & Compliance,RSK-DAT,Insurance premium escalation for high-risk sites
CR-06189,Transition-Market,NGFS-DivergentNetZero,Long (5-10 yr),Possible,5.59,Customer transition partnership,Mitigating,Treasury,DST-HYD,Insurance premium escalation for high-risk sites
CR-06190,Transition-Market,NGFS-DivergentNetZero,Long (5-10 yr),Likely,19.61,PPA conversion to renewables,Mitigating,CRO Office,FW-IFRS,Insurance premium escalation for high-risk sites
CR-06191,Transition-Market,NGFS-DivergentNetZero,Long (5-10 yr),Possible,0.5,Hedging via carbon market,Closed,Sustainability — Climate,FW-CSRD,Insurance premium escalation for high-risk sites
CR-06192,Transition-Market,NGFS-DivergentNetZero,Long (5-10 yr),Likely,2.69,Hedging via carbon market,Mitigating,Treasury,PJT-BIO,Insurance premium escalation for high-risk sites
CR-06193,Transition-Market,NGFS-DivergentNetZero,Long (5-10 yr),Possible,15.34,Site-level adaptation plan,Closed,EHS Director,MKT-OEM,Insurance premium escalation for high-risk sites
CR-06194,Transition-Market,NGFS-DivergentNetZero,Very Long (10-30 yr),Rare,7.2,Capex earmarked in 5-yr plan,Mitigating,Strategy & Planning,REG-INT,Insurance premium escalation for high-risk sites
CR-06195,Transition-Market,NGFS-DivergentNetZero,Very Long (10-30 yr),Possible,11.78,Supplier contract pass-through,Mitigating,Plant Operations,FNC-IT,Insurance premium escalation for high-risk sites
CR-06196,Transition-Market,NGFS-DivergentNetZero,Very Long (10-30 yr),Possible,8.95,Capex earmarked in 5-yr plan,Mitigating,Sustainability — Climate,FW-IFRS,Insurance premium escalation for high-risk sites
CR-06197,Transition-Market,NGFS-DivergentNetZero,Very Long (10-30 yr),Possible,16.59,Capex earmarked in 5-yr plan,Mitigating,Investor Relations,REG-WST,Insurance premium escalation for high-risk sites
CR-06198,Transition-Market,NGFS-DivergentNetZero,Very Long (10-30 yr),Possible,5.78,Insurance coverage expanded,Mitigating,EHS Director,PJT-SAF,Insurance premium escalation for high-risk sites
CR-06199,Transition-Market,NGFS-DivergentNetZero,Very Long (10-30 yr),Rare,0.5,Customer transition partnership,Mitigating,EHS Director,RSK-WTR,Insurance premium escalation for high-risk sites
CR-06200,Transition-Market,NGFS-DivergentNetZero,Very Long (10-30 yr),Almost Certain,6.36,PPA conversion to renewables,Closed,Procurement,MKT-B2B,Insurance premium escalation for high-risk sites
CR-06201,Transition-Market,NGFS-DelayedTransition,Short (0-2 yr),Likely,1.36,PPA conversion to renewables,Mitigating,Investor Relations,PJT-CIRC,Insurance premium escalation for high-risk sites
CR-06202,Transition-Market,NGFS-DelayedTransition,Short (0-2 yr),Possible,111.27,Capex earmarked in 5-yr plan,Open,Legal & Compliance,FW-CDP,Insurance premium escalation for high-risk sites
CR-06203,Transition-Market,NGFS-DelayedTransition,Short (0-2 yr),Rare,3.3,Supplier contract pass-through,Open,Treasury,FW-SBTI,Insurance premium escalation for high-risk sites
CR-06204,Transition-Market,NGFS-DelayedTransition,Short (0-2 yr),Rare,7.15,Customer transition partnership,Open,Group HR,PJT-COC,Insurance premium escalation for high-risk sites
CR-06205,Transition-Market,NGFS-DelayedTransition,Short (0-2 yr),Likely,10.04,Hedging via carbon market,Closed,Investor Relations,PJT-DIG,Insurance premium escalation for high-risk sites
CR-06206,Transition-Market,NGFS-DelayedTransition,Short (0-2 yr),Rare,0.5,Hedging via carbon market,Mitigating,Sustainability — Climate,MKT-EXP,Insurance premium escalation for high-risk sites
CR-06207,Transition-Market,NGFS-DelayedTransition,Short (0-2 yr),Possible,5.39,Engineering controls — process,Closed,CRO Office,RND-PUN,Insurance premium escalation for high-risk sites
CR-06208,Transition-Market,NGFS-DelayedTransition,Short (0-2 yr),Possible,2.7,Insurance coverage expanded,Mitigating,CRO Office,REG-EUR,Insurance premium escalation for high-risk sites
CR-06209,Transition-Market,NGFS-DelayedTransition,Short (0-2 yr),Possible,10.92,Supplier contract pass-through,Mitigating,Investor Relations,RND-BLR,Insurance premium escalation for high-risk sites
CR-06210,Transition-Market,NGFS-DelayedTransition,Medium (2-5 yr),Rare,52.16,Insurance coverage expanded,Mitigating,EHS Director,FW-SASB,Insurance premium escalation for high-risk sites
CR-06211,Transition-Market,NGFS-DelayedTransition,Medium (2-5 yr),Possible,30.11,Vendor diversification programme,Mitigating,Sustainability — Climate,LOG-MNG,Insurance premium escalation for high-risk sites
CR-06212,Transition-Market,NGFS-DelayedTransition,Medium (2-5 yr),Possible,12.25,Insurance coverage expanded,Closed,Treasury,BIZ-PLM,Insurance premium escalation for high-risk sites
CR-06213,Transition-Market,NGFS-DelayedTransition,Medium (2-5 yr),Likely,16.44,Capex earmarked in 5-yr plan,Mitigating,Strategy & Planning,PJT-CCS,Insurance premium escalation for high-risk sites
CR-06214,Transition-Market,NGFS-DelayedTransition,Medium (2-5 yr),Possible,1.47,Insurance coverage expanded,Closed,EHS Director,MKT-SMB,Insurance premium escalation for high-risk sites
CR-06215,Transition-Market,NGFS-DelayedTransition,Long (5-10 yr),Rare,4.85,Vendor diversification programme,Mitigating,Treasury,REG-INT,Insurance premium escalation for high-risk sites
CR-06216,Transition-Market,NGFS-DelayedTransition,Long (5-10 yr),Likely,68.49,Insurance coverage expanded,Open,EHS Director,REG-NTH,Insurance premium escalation for high-risk sites
CR-06217,Transition-Market,NGFS-DelayedTransition,Long (5-10 yr),Likely,0.6,Supplier contract pass-through,Mitigating,Group HR,OFC-BBS,Insurance premium escalation for high-risk sites
CR-06218,Transition-Market,NGFS-DelayedTransition,Long (5-10 yr),Possible,1.97,Vendor diversification programme,Mitigating,Legal & Compliance,DST-KOL,Insurance premium escalation for high-risk sites
CR-06219,Transition-Market,NGFS-DelayedTransition,Long (5-10 yr),Likely,87.9,PPA conversion to renewables,Closed,Strategy & Planning,BIZ-PLM,Insurance premium escalation for high-risk sites
CR-06220,Transition-Market,NGFS-DelayedTransition,Long (5-10 yr),Likely,9.8,Hedging via carbon market,Open,Procurement,FW-IFRS,Insurance premium escalation for high-risk sites
CR-06221,Transition-Market,NGFS-DelayedTransition,Long (5-10 yr),Almost Certain,0.5,Insurance coverage expanded,Mitigating,Group HR,LOG-TUT,Insurance premium escalation for high-risk sites
CR-06222,Transition-Market,NGFS-DelayedTransition,Very Long (10-30 yr),Rare,130.64,Engineering controls — process,Mitigating,Investor Relations,BIZ-PLM,Insurance premium escalation for high-risk sites
CR-06223,Transition-Market,NGFS-DelayedTransition,Very Long (10-30 yr),Possible,8.02,Vendor diversification programme,Open,Procurement,REG-INT,Insurance premium escalation for high-risk sites
CR-06224,Transition-Market,NGFS-DelayedTransition,Very Long (10-30 yr),Rare,4.43,Engineering controls — process,Open,Procurement,RND-BLR,Insurance premium escalation for high-risk sites
CR-06225,Transition-Market,NGFS-DelayedTransition,Very Long (10-30 yr),Likely,12.14,Supplier contract pass-through,Mitigating,Investor Relations,DST-KOL,Insurance premium escalation for high-risk sites
CR-06226,Transition-Market,NGFS-DelayedTransition,Very Long (10-30 yr),Possible,1.65,Workforce reskilling programme,Open,Investor Relations,FNC-HRM,Insurance premium escalation for high-risk sites
CR-06227,Transition-Market,IEA-NZE2050,Short (0-2 yr),Possible,19.92,Site-level adaptation plan,Mitigating,Treasury,REG-EST,Insurance premium escalation for high-risk sites
CR-06228,Transition-Market,IEA-NZE2050,Short (0-2 yr),Possible,0.69,Customer transition partnership,Open,Legal & Compliance,DST-HYD,Insurance premium escalation for high-risk sites
CR-06229,Transition-Market,IEA-NZE2050,Short (0-2 yr),Possible,8.78,Capex earmarked in 5-yr plan,Mitigating,CRO Office,BIZ-RNW,Insurance premium escalation for high-risk sites
CR-06230,Transition-Market,IEA-NZE2050,Short (0-2 yr),Likely,2.72,Supplier contract pass-through,Mitigating,CRO Office,RND-SRT,Insurance premium escalation for high-risk sites
