control_id,process,esg_metric_linked,control_owner,test_date,deficiency_flag,remediation_status,sox_section,control_type,frequency,tester,evidence_doc_id,control_objective,business_unit,grc_tool
ICFR-ESG-04581,ESG Data Lineage Validation,G19,Legal & Compliance,2023-06-15,None,Not Applicable,404,Preventive,Annual,Internal Audit (in-house),AUD-FY23-Q1-004581,Ensure accuracy of recorded amounts and disclosures,PJT-DEI,AuditBoard
ICFR-ESG-04582,ESG Data Lineage Validation,G24,Legal & Compliance,2023-09-05,None,Not Applicable,404,Preventive,Annual,Self-test (Process Owner),AUD-FY23-Q2-004582,Ensure proper cut-off of period-end transactions,MKT-DTC,MetricStream
ICFR-ESG-04583,ESG Data Lineage Validation,G08,Legal & Compliance,2023-12-21,Deficiency,Open,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY23-Q3-004583,Ensure timely and accurate climate disclosure filing,LOG-MNG,MetricStream
ICFR-ESG-04584,ESG Data Lineage Validation,S14,Legal & Compliance,2024-03-18,None,Not Applicable,404,Preventive,Annual,Internal Audit (in-house),AUD-FY23-Q4-004584,Ensure ESG data lineage and source traceability,FW-TCFD,MetricStream
ICFR-ESG-04585,ESG Data Lineage Validation,G06,Legal & Compliance,2024-06-13,None,Not Applicable,404,Preventive,Annual,Internal Audit (in-house),AUD-FY24-Q1-004585,Ensure completeness of recorded transactions in the period,PJT-HRT,Workiva
ICFR-ESG-04586,ESG Data Lineage Validation,E10,Legal & Compliance,2024-09-10,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY24-Q2-004586,Ensure completeness of recorded transactions in the period,FNC-CSR,MetricStream
ICFR-ESG-04587,ESG Data Lineage Validation,S06,Legal & Compliance,2024-12-21,Material,In Progress,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY24-Q3-004587,Ensure ESG data lineage and source traceability,FW-TCFD,Workiva
ICFR-ESG-04588,ESG Data Lineage Validation,G06,Legal & Compliance,2025-03-12,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY24-Q4-004588,Ensure completeness of recorded transactions in the period,RND-HYD,AuditBoard
ICFR-ESG-04589,ESG Data Lineage Validation,S14,Legal & Compliance,2025-06-08,None,Not Applicable,404,Preventive,Annual,Independent — PwC,AUD-FY25-Q1-004589,Ensure accuracy of recorded amounts and disclosures,FW-TCFD,Workiva
ICFR-ESG-04590,ESG Data Lineage Validation,E01,Legal & Compliance,2025-09-23,Significant,Closed,404,Preventive,Annual,Internal Audit (in-house),AUD-FY25-Q2-004590,Ensure timely and accurate climate disclosure filing,MKT-DST,OneTrust
ICFR-ESG-04591,ESG Data Lineage Validation,G19,Sustainability — Social,2021-06-06,Material,In Progress,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY21-Q1-004591,Ensure proper authorisation of journal entries and adjustments,RSK-BIO,ServiceNow GRC
ICFR-ESG-04592,ESG Data Lineage Validation,E14,Sustainability — Social,2021-09-14,None,Not Applicable,404,Preventive,Annual,Independent — PwC,AUD-FY21-Q2-004592,Ensure ESG data lineage and source traceability,FW-SBTI,Workiva
ICFR-ESG-04593,ESG Data Lineage Validation,S14,Sustainability — Social,2021-12-14,Deficiency,Tested — Passed,404,Preventive,Annual,Internal Audit (in-house),AUD-FY21-Q3-004593,Ensure timely and accurate climate disclosure filing,FW-TNFD,AuditBoard
ICFR-ESG-04594,ESG Data Lineage Validation,G06,Sustainability — Social,2022-03-16,Deficiency,Closed,404,Preventive,Annual,Independent — Deloitte,AUD-FY21-Q4-004594,Ensure proper authorisation of journal entries and adjustments,BIZ-HYD,AuditBoard
ICFR-ESG-04595,ESG Data Lineage Validation,S06,Sustainability — Social,2022-06-15,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY22-Q1-004595,Ensure ESG data lineage and source traceability,REG-INT,Workiva
ICFR-ESG-04596,ESG Data Lineage Validation,E14,Sustainability — Social,2022-09-13,None,Not Applicable,404,Preventive,Annual,Internal Audit (in-house),AUD-FY22-Q2-004596,Ensure ESG data lineage and source traceability,OFC-CMB,MetricStream
ICFR-ESG-04597,ESG Data Lineage Validation,E14,Sustainability — Social,2022-12-14,None,Not Applicable,404,Preventive,Annual,Self-test (Process Owner),AUD-FY22-Q3-004597,Ensure ESG metric calculation conforms to GHG Protocol,REF-HZR,Workiva
ICFR-ESG-04598,ESG Data Lineage Validation,G06,Sustainability — Social,2023-03-23,Deficiency,In Progress,404,Preventive,Annual,Independent — PwC,AUD-FY22-Q4-004598,Ensure ESG data lineage and source traceability,FNC-COR,AuditBoard
ICFR-ESG-04599,ESG Data Lineage Validation,E10,Sustainability — Social,2023-06-21,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY23-Q1-004599,Ensure proper authorisation of journal entries and adjustments,RSK-REG,AuditBoard
ICFR-ESG-04600,ESG Data Lineage Validation,G24,Sustainability — Social,2023-09-11,None,Not Applicable,404,Preventive,Annual,Independent — Deloitte,AUD-FY23-Q2-004600,Ensure rights & obligations are properly recognised,PJT-HRT,AuditBoard
ICFR-ESG-04601,ESG Data Lineage Validation,G08,Sustainability — Social,2023-12-20,None,Not Applicable,404,Preventive,Annual,Internal Audit (in-house),AUD-FY23-Q3-004601,Ensure proper cut-off of period-end transactions,BIZ-LUB,ServiceNow GRC
ICFR-ESG-04602,ESG Data Lineage Validation,G24,Sustainability — Social,2024-03-11,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY23-Q4-004602,Ensure rights & obligations are properly recognised,RSK-SUP,MetricStream
ICFR-ESG-04603,ESG Data Lineage Validation,E01,Sustainability — Social,2024-06-20,None,Not Applicable,404,Preventive,Annual,Self-test (Process Owner),AUD-FY24-Q1-004603,Ensure accuracy of recorded amounts and disclosures,REG-AMR,OneTrust
ICFR-ESG-04604,ESG Data Lineage Validation,G24,Sustainability — Social,2024-09-14,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY24-Q2-004604,Ensure rights & obligations are properly recognised,PJT-HRT,MetricStream
ICFR-ESG-04605,ESG Data Lineage Validation,E01,Sustainability — Social,2024-12-24,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY24-Q3-004605,Ensure timely and accurate climate disclosure filing,RND-BLR,ServiceNow GRC
ICFR-ESG-04606,ESG Data Lineage Validation,G19,Sustainability — Social,2025-03-10,None,Not Applicable,404,Preventive,Annual,Self-test (Process Owner),AUD-FY24-Q4-004606,Ensure completeness of recorded transactions in the period,RND-BLR,Workiva
ICFR-ESG-04607,ESG Data Lineage Validation,S14,Sustainability — Social,2025-06-28,Material,Open,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY25-Q1-004607,Ensure accuracy of recorded amounts and disclosures,FW-CSRD,AuditBoard
ICFR-ESG-04608,ESG Data Lineage Validation,S06,Sustainability — Social,2025-09-26,None,Not Applicable,404,Preventive,Annual,Independent — PwC,AUD-FY25-Q2-004608,Ensure rights & obligations are properly recognised,DST-KOL,ServiceNow GRC
ICFR-ESG-04609,ESG Data Lineage Validation,G19,Legal & Compliance,2021-06-08,None,Not Applicable,404,Detective,Daily,Independent — Deloitte,AUD-FY21-Q1-004609,Ensure proper classification in financial statements,RSK-WTR,MetricStream
ICFR-ESG-04610,ESG Data Lineage Validation,G24,Legal & Compliance,2021-09-15,Significant,Closed,404,Detective,Daily,Internal Audit (co-source — KPMG),AUD-FY21-Q2-004610,Ensure ESG data lineage and source traceability,OFC-CMB,ServiceNow GRC
ICFR-ESG-04611,ESG Data Lineage Validation,G08,Legal & Compliance,2021-12-28,Deficiency,In Progress,404,Detective,Daily,Internal Audit (co-source — KPMG),AUD-FY21-Q3-004611,Ensure ESG data lineage and source traceability,FW-CSRD,MetricStream
ICFR-ESG-04612,ESG Data Lineage Validation,G06,Legal & Compliance,2022-03-15,None,Not Applicable,404,Detective,Daily,Internal Audit (co-source — EY),AUD-FY21-Q4-004612,Ensure completeness of recorded transactions in the period,FW-TCFD,MetricStream
ICFR-ESG-04613,ESG Data Lineage Validation,E10,Legal & Compliance,2022-06-27,None,Not Applicable,404,Detective,Daily,Independent — PwC,AUD-FY22-Q1-004613,Ensure ESG metric calculation conforms to GHG Protocol,FW-SBTI,AuditBoard
ICFR-ESG-04614,ESG Data Lineage Validation,G19,Legal & Compliance,2022-09-08,Deficiency,In Progress,404,Detective,Daily,Independent — PwC,AUD-FY22-Q2-004614,Ensure rights & obligations are properly recognised,FW-IFRS,Workiva
ICFR-ESG-04615,ESG Data Lineage Validation,S06,Legal & Compliance,2022-12-18,None,Not Applicable,404,Detective,Daily,Internal Audit (co-source — EY),AUD-FY22-Q3-004615,Ensure ESG metric calculation conforms to GHG Protocol,FW-IFRS,ServiceNow GRC
ICFR-ESG-04616,ESG Data Lineage Validation,G19,Legal & Compliance,2023-03-18,Significant,In Progress,404,Detective,Daily,Internal Audit (in-house),AUD-FY22-Q4-004616,Ensure accuracy of recorded amounts and disclosures,RSK-REG,MetricStream
ICFR-ESG-04617,ESG Data Lineage Validation,G08,Legal & Compliance,2023-06-11,None,Not Applicable,404,Detective,Daily,Internal Audit (in-house),AUD-FY23-Q1-004617,Ensure proper classification in financial statements,DST-LKO,Workiva
ICFR-ESG-04618,ESG Data Lineage Validation,S14,Legal & Compliance,2023-09-26,Material,In Progress,404,Detective,Daily,Internal Audit (co-source — KPMG),AUD-FY23-Q2-004618,Ensure proper classification in financial statements,RSK-BIO,Workiva
ICFR-ESG-04619,ESG Data Lineage Validation,G19,Legal & Compliance,2023-12-08,Deficiency,Tested — Passed,404,Detective,Daily,Independent — PwC,AUD-FY23-Q3-004619,Ensure completeness of recorded transactions in the period,PJT-CYB,OneTrust
ICFR-ESG-04620,ESG Data Lineage Validation,G19,Legal & Compliance,2024-03-28,Significant,Closed,404,Detective,Daily,Self-test (Process Owner),AUD-FY23-Q4-004620,Ensure proper cut-off of period-end transactions,FNC-CSR,Workiva
ICFR-ESG-04621,ESG Data Lineage Validation,G24,Legal & Compliance,2024-06-20,Material,Re-test Required,404,Detective,Daily,Independent — PwC,AUD-FY24-Q1-004621,Ensure timely and accurate climate disclosure filing,PJT-WHB,OneTrust
ICFR-ESG-04622,ESG Data Lineage Validation,G24,Legal & Compliance,2024-09-09,Material,In Progress,404,Detective,Daily,Internal Audit (co-source — KPMG),AUD-FY24-Q2-004622,Ensure proper cut-off of period-end transactions,RSK-REP,Workiva
ICFR-ESG-04623,ESG Data Lineage Validation,G24,Legal & Compliance,2024-12-06,None,Not Applicable,404,Detective,Daily,Independent — Deloitte,AUD-FY24-Q3-004623,Ensure ESG data lineage and source traceability,DST-LKO,OneTrust
ICFR-ESG-04624,ESG Data Lineage Validation,G19,Legal & Compliance,2025-03-11,Deficiency,Tested — Passed,404,Detective,Daily,Independent — Deloitte,AUD-FY24-Q4-004624,Ensure proper classification in financial statements,REG-NTH,OneTrust
ICFR-ESG-04625,ESG Data Lineage Validation,S14,Legal & Compliance,2025-06-20,None,Not Applicable,404,Detective,Daily,Internal Audit (in-house),AUD-FY25-Q1-004625,Ensure timely and accurate climate disclosure filing,OFC-AMD,OneTrust
ICFR-ESG-04626,ESG Data Lineage Validation,E10,Legal & Compliance,2025-09-25,None,Not Applicable,404,Detective,Daily,Internal Audit (co-source — EY),AUD-FY25-Q2-004626,Ensure existence of underlying assets and obligations,BIZ-LUB,MetricStream
ICFR-ESG-04627,ESG Data Lineage Validation,G19,ESG Reporting,2021-06-14,None,Not Applicable,404,Corrective,Daily,Internal Audit (in-house),AUD-FY21-Q1-004627,Ensure existence of underlying assets and obligations,MKT-DST,ServiceNow GRC
ICFR-ESG-04628,ESG Data Lineage Validation,G06,ESG Reporting,2021-09-10,None,Not Applicable,404,Corrective,Daily,Internal Audit (co-source — KPMG),AUD-FY21-Q2-004628,Ensure existence of underlying assets and obligations,PJT-DAT,Workiva
ICFR-ESG-04629,ESG Data Lineage Validation,E14,ESG Reporting,2021-12-12,None,Not Applicable,404,Corrective,Daily,Independent — Deloitte,AUD-FY21-Q3-004629,Ensure ESG data lineage and source traceability,RSK-TRN,MetricStream
ICFR-ESG-04630,ESG Data Lineage Validation,G06,ESG Reporting,2022-03-13,Deficiency,Open,404,Corrective,Daily,Internal Audit (co-source — EY),AUD-FY21-Q4-004630,Ensure proper authorisation of journal entries and adjustments,FW-CDPW,Workiva
ICFR-ESG-04631,ESG Data Lineage Validation,E14,ESG Reporting,2022-06-25,None,Not Applicable,404,Corrective,Daily,Independent — Deloitte,AUD-FY22-Q1-004631,Ensure timely and accurate climate disclosure filing,RSK-BIO,ServiceNow GRC
ICFR-ESG-04632,ESG Data Lineage Validation,G24,ESG Reporting,2022-09-25,None,Not Applicable,404,Corrective,Daily,Independent — Deloitte,AUD-FY22-Q2-004632,Ensure ESG metric calculation conforms to GHG Protocol,PJT-LIV,OneTrust
ICFR-ESG-04633,ESG Data Lineage Validation,G06,ESG Reporting,2022-12-25,None,Not Applicable,404,Corrective,Daily,Independent — Deloitte,AUD-FY22-Q3-004633,Ensure rights & obligations are properly recognised,PJT-EVS,MetricStream
ICFR-ESG-04634,ESG Data Lineage Validation,G24,ESG Reporting,2023-03-25,None,Not Applicable,404,Corrective,Daily,Internal Audit (co-source — EY),AUD-FY22-Q4-004634,Ensure completeness of recorded transactions in the period,OFC-CHN,ServiceNow GRC
ICFR-ESG-04635,ESG Data Lineage Validation,S06,ESG Reporting,2023-06-19,None,Not Applicable,404,Corrective,Daily,Independent — Deloitte,AUD-FY23-Q1-004635,Ensure proper cut-off of period-end transactions,REG-WST,AuditBoard
ICFR-ESG-04636,ESG Data Lineage Validation,G08,ESG Reporting,2023-09-08,None,Not Applicable,404,Corrective,Daily,Internal Audit (co-source — KPMG),AUD-FY23-Q2-004636,Ensure proper classification in financial statements,LOG-VSP,OneTrust
ICFR-ESG-04637,ESG Data Lineage Validation,G24,ESG Reporting,2023-12-27,None,Not Applicable,404,Corrective,Daily,Internal Audit (in-house),AUD-FY23-Q3-004637,Ensure timely and accurate climate disclosure filing,RND-BLR,MetricStream
ICFR-ESG-04638,ESG Data Lineage Validation,E14,ESG Reporting,2024-03-16,None,Not Applicable,404,Corrective,Daily,Internal Audit (in-house),AUD-FY23-Q4-004638,Ensure completeness of recorded transactions in the period,FW-BRSR,MetricStream
ICFR-ESG-04639,ESG Data Lineage Validation,G24,ESG Reporting,2024-06-10,None,Not Applicable,404,Corrective,Daily,Independent — Deloitte,AUD-FY24-Q1-004639,Ensure proper classification in financial statements,MKT-B2B,OneTrust
ICFR-ESG-04640,ESG Data Lineage Validation,S06,ESG Reporting,2024-09-07,Deficiency,Open,404,Corrective,Daily,Independent — Deloitte,AUD-FY24-Q2-004640,Ensure accuracy of recorded amounts and disclosures,REG-STH,MetricStream
ICFR-ESG-04641,ESG Data Lineage Validation,S14,ESG Reporting,2024-12-06,None,Not Applicable,404,Corrective,Daily,Self-test (Process Owner),AUD-FY24-Q3-004641,Ensure completeness of recorded transactions in the period,BIZ-PCK,Workiva
ICFR-ESG-04642,ESG Data Lineage Validation,G08,ESG Reporting,2025-03-26,None,Not Applicable,404,Corrective,Daily,Internal Audit (co-source — KPMG),AUD-FY24-Q4-004642,Ensure proper classification in financial statements,PCH-JMG,Workiva
ICFR-ESG-04643,ESG Data Lineage Validation,E10,ESG Reporting,2025-06-05,Deficiency,Closed,404,Corrective,Daily,Independent — Deloitte,AUD-FY25-Q1-004643,Ensure proper cut-off of period-end transactions,PJT-DEI,AuditBoard
ICFR-ESG-04644,ESG Data Lineage Validation,E10,ESG Reporting,2025-09-25,None,Not Applicable,404,Corrective,Daily,Independent — PwC,AUD-FY25-Q2-004644,Ensure ESG data lineage and source traceability,PJT-CIRC,Workiva
ICFR-ESG-04645,ESG Restatement Approval,G08,HR Operations,2021-06-08,None,Not Applicable,302,Corrective,Daily,Independent — Deloitte,AUD-FY21-Q1-004645,Ensure proper authorisation of journal entries and adjustments,PJT-AUD,Workiva
ICFR-ESG-04646,ESG Restatement Approval,G24,HR Operations,2021-09-20,Material,Open,302,Corrective,Daily,Internal Audit (co-source — KPMG),AUD-FY21-Q2-004646,Ensure proper authorisation of journal entries and adjustments,RSK-PHY,Workiva
ICFR-ESG-04647,ESG Restatement Approval,E10,HR Operations,2021-12-28,Deficiency,In Progress,302,Corrective,Daily,Self-test (Process Owner),AUD-FY21-Q3-004647,Ensure existence of underlying assets and obligations,PJT-NETZ,OneTrust
ICFR-ESG-04648,ESG Restatement Approval,S06,HR Operations,2022-03-23,None,Not Applicable,302,Corrective,Daily,Independent — PwC,AUD-FY21-Q4-004648,Ensure rights & obligations are properly recognised,FW-CDPW,AuditBoard
ICFR-ESG-04649,ESG Restatement Approval,S06,HR Operations,2022-06-18,Deficiency,Closed,302,Corrective,Daily,Independent — PwC,AUD-FY22-Q1-004649,Ensure timely and accurate climate disclosure filing,PJT-WTR,AuditBoard
ICFR-ESG-04650,ESG Restatement Approval,E01,HR Operations,2022-09-26,None,Not Applicable,302,Corrective,Daily,Self-test (Process Owner),AUD-FY22-Q2-004650,Ensure proper cut-off of period-end transactions,OFC-AMD,ServiceNow GRC
ICFR-ESG-04651,ESG Restatement Approval,E14,HR Operations,2022-12-13,None,Not Applicable,302,Corrective,Daily,Internal Audit (co-source — EY),AUD-FY22-Q3-004651,Ensure existence of underlying assets and obligations,PJT-WTR,AuditBoard
ICFR-ESG-04652,ESG Restatement Approval,E14,HR Operations,2023-03-12,None,Not Applicable,302,Corrective,Daily,Internal Audit (co-source — KPMG),AUD-FY22-Q4-004652,Ensure existence of underlying assets and obligations,PCH-HLD,Workiva
ICFR-ESG-04653,ESG Restatement Approval,S06,HR Operations,2023-06-07,Deficiency,Tested — Passed,302,Corrective,Daily,Internal Audit (in-house),AUD-FY23-Q1-004653,Ensure timely and accurate climate disclosure filing,RND-HYD,ServiceNow GRC
ICFR-ESG-04654,ESG Restatement Approval,G24,HR Operations,2023-09-19,Material,In Progress,302,Corrective,Daily,Independent — Deloitte,AUD-FY23-Q2-004654,Ensure existence of underlying assets and obligations,BIZ-RNW,ServiceNow GRC
ICFR-ESG-04655,ESG Restatement Approval,E10,HR Operations,2023-12-23,None,Not Applicable,302,Corrective,Daily,Independent — PwC,AUD-FY23-Q3-004655,Ensure completeness of recorded transactions in the period,FW-CSRD,Workiva
ICFR-ESG-04656,ESG Restatement Approval,E10,HR Operations,2024-03-15,None,Not Applicable,302,Corrective,Daily,Internal Audit (co-source — KPMG),AUD-FY23-Q4-004656,Ensure completeness of recorded transactions in the period,PJT-NETZ,ServiceNow GRC
ICFR-ESG-04657,ESG Restatement Approval,E01,HR Operations,2024-06-21,Significant,Tested — Failed,302,Corrective,Daily,Internal Audit (in-house),AUD-FY24-Q1-004657,Ensure rights & obligations are properly recognised,PCH-DHJ,OneTrust
