year,quarter,scope,category,subcategory,facility,facility_type,emissions_tco2e,unit,source,methodology,verified_by,confidence
2023,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Kochi Sales Office,Office,141.001,tCO2e,Kochi Sales Office — 3PL freight ledgers,GHG Protocol Cross-Sector,,0.87
2023,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Kochi Sales Office,Office,85.728,tCO2e,Kochi Sales Office — Project capex registers,EPA Emission Factors Hub 2024,DNV (limited),0.83
2023,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Kochi Sales Office,Office,89.984,tCO2e,Kochi Sales Office — Waste contractor data,CEA Grid Factor v20.0,TUV Nord (limited),0.95
2023,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Coimbatore Office,Office,262.515,tCO2e,Coimbatore Office — Boiler & furnace fuel logs,IPCC 2006 Tier-3,,0.96
2023,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Coimbatore Office,Office,87.72,tCO2e,Coimbatore Office — Fleet fuel cards,CEA Grid Factor v20.0,ERM (reasonable),0.83
2023,Q4,Scope 1,Process Emissions,Reformers & Crackers,Coimbatore Office,Office,276.74,tCO2e,Coimbatore Office — Process mass balance,GHG Protocol Cross-Sector,DNV (limited),0.8
2023,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Coimbatore Office,Office,56.992,tCO2e,Coimbatore Office — LDAR programme,API Compendium 2009,TUV Nord (limited),0.93
2023,Q4,Scope 2,Purchased Electricity,Grid + PPA,Coimbatore Office,Office,360.347,tCO2e,Coimbatore Office — DISCOM utility bills,EPA Emission Factors Hub 2024,BSI (limited),0.96
2023,Q4,Scope 2,Purchased Steam,Industrial Utilities,Coimbatore Office,Office,70.449,tCO2e,Coimbatore Office — Steam supply contract,API Compendium 2009,DNV (limited),0.96
2023,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Coimbatore Office,Office,31.045,tCO2e,Coimbatore Office — Concur travel exports,IPCC 2006 Tier-3,BSI (limited),0.95
2023,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Coimbatore Office,Office,52.493,tCO2e,Coimbatore Office — Annual commuter survey,API Compendium 2009,TUV Nord (reasonable),0.83
2023,Q4,Scope 3,Purchased Goods,Raw & Packaging,Coimbatore Office,Office,180.805,tCO2e,Coimbatore Office — Supplier invoice EEIO,IPCC 2006 Tier-3,DNV (limited),0.93
2023,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Coimbatore Office,Office,107.734,tCO2e,Coimbatore Office — 3PL freight ledgers,IPCC 2006 Tier-3,BSI (limited),0.94
2023,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Coimbatore Office,Office,65.53,tCO2e,Coimbatore Office — Project capex registers,IPCC 2006 Tier-2,BSI (limited),0.79
2023,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Coimbatore Office,Office,56.588,tCO2e,Coimbatore Office — Waste contractor data,IPCC 2006 Tier-1,TUV Nord (reasonable),0.96
2023,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Bhubaneswar Office,Office,300.591,tCO2e,Bhubaneswar Office — Boiler & furnace fuel logs,GHG Protocol Cross-Sector,BSI (limited),0.91
2023,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Bhubaneswar Office,Office,93.069,tCO2e,Bhubaneswar Office — Fleet fuel cards,GHG Protocol Cross-Sector,,0.8
2023,Q4,Scope 1,Process Emissions,Reformers & Crackers,Bhubaneswar Office,Office,241.602,tCO2e,Bhubaneswar Office — Process mass balance,EPA Emission Factors Hub 2024,TUV Nord (limited),0.84
2023,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Bhubaneswar Office,Office,61.814,tCO2e,Bhubaneswar Office — LDAR programme,CEA Grid Factor v20.0,Internal — EHS team,0.79
2023,Q4,Scope 2,Purchased Electricity,Grid + PPA,Bhubaneswar Office,Office,342.727,tCO2e,Bhubaneswar Office — DISCOM utility bills,API Compendium 2009,TUV Nord (limited),0.88
2023,Q4,Scope 2,Purchased Steam,Industrial Utilities,Bhubaneswar Office,Office,64.956,tCO2e,Bhubaneswar Office — Steam supply contract,IPCC 2006 Tier-1,TUV Nord (limited),0.9
2023,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Bhubaneswar Office,Office,25.891,tCO2e,Bhubaneswar Office — Concur travel exports,CEA Grid Factor v20.0,TUV Nord (reasonable),0.78
2023,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Bhubaneswar Office,Office,47.22,tCO2e,Bhubaneswar Office — Annual commuter survey,GLEC Framework 3.0,ERM (reasonable),0.95
2023,Q4,Scope 3,Purchased Goods,Raw & Packaging,Bhubaneswar Office,Office,214.244,tCO2e,Bhubaneswar Office — Supplier invoice EEIO,DEFRA UK 2024,DNV (limited),0.82
2023,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Bhubaneswar Office,Office,122.462,tCO2e,Bhubaneswar Office — 3PL freight ledgers,DEFRA UK 2024,,0.93
2023,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Bhubaneswar Office,Office,64.541,tCO2e,Bhubaneswar Office — Project capex registers,IPCC 2006 Tier-1,Internal — EHS team,0.8
2023,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Bhubaneswar Office,Office,56.524,tCO2e,Bhubaneswar Office — Waste contractor data,IPCC 2006 Tier-3,BSI (limited),0.91
2023,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Jaipur Office,Office,269.116,tCO2e,Jaipur Office — Boiler & furnace fuel logs,GHG Protocol Cross-Sector,DNV (limited),0.85
2023,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Jaipur Office,Office,85.997,tCO2e,Jaipur Office — Fleet fuel cards,DEFRA UK 2024,BSI (limited),0.84
2023,Q4,Scope 1,Process Emissions,Reformers & Crackers,Jaipur Office,Office,240.896,tCO2e,Jaipur Office — Process mass balance,IPCC 2006 Tier-2,DNV (limited),0.81
2023,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Jaipur Office,Office,51.845,tCO2e,Jaipur Office — LDAR programme,IPCC 2006 Tier-1,,0.83
2023,Q4,Scope 2,Purchased Electricity,Grid + PPA,Jaipur Office,Office,362.52,tCO2e,Jaipur Office — DISCOM utility bills,IPCC 2006 Tier-2,TUV Nord (reasonable),0.88
2023,Q4,Scope 2,Purchased Steam,Industrial Utilities,Jaipur Office,Office,62.847,tCO2e,Jaipur Office — Steam supply contract,IPCC 2006 Tier-3,TUV Nord (reasonable),0.79
2023,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Jaipur Office,Office,35.383,tCO2e,Jaipur Office — Concur travel exports,EPA Emission Factors Hub 2024,Internal — EHS team,0.8
2023,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Jaipur Office,Office,41.963,tCO2e,Jaipur Office — Annual commuter survey,IPCC 2006 Tier-3,TUV Nord (limited),0.85
2023,Q4,Scope 3,Purchased Goods,Raw & Packaging,Jaipur Office,Office,206.985,tCO2e,Jaipur Office — Supplier invoice EEIO,GLEC Framework 3.0,TUV Nord (reasonable),0.88
2023,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Jaipur Office,Office,110.016,tCO2e,Jaipur Office — 3PL freight ledgers,IPCC 2006 Tier-2,ERM (reasonable),0.81
2023,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Jaipur Office,Office,68.773,tCO2e,Jaipur Office — Project capex registers,DEFRA UK 2024,DNV (limited),0.85
2023,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Jaipur Office,Office,62.747,tCO2e,Jaipur Office — Waste contractor data,GHG Protocol Cross-Sector,TUV Nord (reasonable),0.86
2024,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Mumbai HQ,Office,476.772,tCO2e,Mumbai HQ — Boiler & furnace fuel logs,API Compendium 2009,Internal — EHS team,0.93
2024,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Mumbai HQ,Office,127.92,tCO2e,Mumbai HQ — Fleet fuel cards,EPA Emission Factors Hub 2024,Internal — EHS team,0.96
2024,Q1,Scope 1,Process Emissions,Reformers & Crackers,Mumbai HQ,Office,417.889,tCO2e,Mumbai HQ — Process mass balance,IPCC 2006 Tier-1,Internal — EHS team,0.9
2024,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Mumbai HQ,Office,94.893,tCO2e,Mumbai HQ — LDAR programme,IPCC 2006 Tier-2,Internal — EHS team,0.97
2024,Q1,Scope 2,Purchased Electricity,Grid + PPA,Mumbai HQ,Office,472.14,tCO2e,Mumbai HQ — DISCOM utility bills,IPCC 2006 Tier-3,BSI (limited),0.78
2024,Q1,Scope 2,Purchased Steam,Industrial Utilities,Mumbai HQ,Office,80.848,tCO2e,Mumbai HQ — Steam supply contract,IPCC 2006 Tier-1,DNV (limited),0.81
2024,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Mumbai HQ,Office,39.796,tCO2e,Mumbai HQ — Concur travel exports,CEA Grid Factor v20.0,,0.95
2024,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Mumbai HQ,Office,77.28,tCO2e,Mumbai HQ — Annual commuter survey,GHG Protocol Cross-Sector,ERM (reasonable),0.79
2024,Q1,Scope 3,Purchased Goods,Raw & Packaging,Mumbai HQ,Office,288.015,tCO2e,Mumbai HQ — Supplier invoice EEIO,CEA Grid Factor v20.0,BSI (limited),0.95
2024,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Mumbai HQ,Office,181.682,tCO2e,Mumbai HQ — 3PL freight ledgers,IPCC 2006 Tier-2,Internal — EHS team,0.81
2024,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Mumbai HQ,Office,94.733,tCO2e,Mumbai HQ — Project capex registers,DEFRA UK 2024,BSI (limited),0.96
2024,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Mumbai HQ,Office,87.479,tCO2e,Mumbai HQ — Waste contractor data,IPCC 2006 Tier-1,DNV (limited),0.96
2024,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Hazira Refinery,Refinery,4671.109,tCO2e,Hazira Refinery — Boiler & furnace fuel logs,IPCC 2006 Tier-2,Internal — EHS team,0.89
2024,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Hazira Refinery,Refinery,1546.219,tCO2e,Hazira Refinery — Fleet fuel cards,IPCC 2006 Tier-3,,0.9
2024,Q1,Scope 1,Process Emissions,Reformers & Crackers,Hazira Refinery,Refinery,4524.728,tCO2e,Hazira Refinery — Process mass balance,API Compendium 2009,Internal — EHS team,0.95
2024,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Hazira Refinery,Refinery,1119.183,tCO2e,Hazira Refinery — LDAR programme,API Compendium 2009,ERM (reasonable),0.96
2024,Q1,Scope 2,Purchased Electricity,Grid + PPA,Hazira Refinery,Refinery,4554.781,tCO2e,Hazira Refinery — DISCOM utility bills,GLEC Framework 3.0,TUV Nord (limited),0.95
2024,Q1,Scope 2,Purchased Steam,Industrial Utilities,Hazira Refinery,Refinery,884.343,tCO2e,Hazira Refinery — Steam supply contract,IPCC 2006 Tier-2,TUV Nord (limited),0.93
2024,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Hazira Refinery,Refinery,562.554,tCO2e,Hazira Refinery — Concur travel exports,CEA Grid Factor v20.0,DNV (limited),0.89
2024,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Hazira Refinery,Refinery,802.749,tCO2e,Hazira Refinery — Annual commuter survey,IPCC 2006 Tier-1,TUV Nord (reasonable),0.95
2024,Q1,Scope 3,Purchased Goods,Raw & Packaging,Hazira Refinery,Refinery,3172.27,tCO2e,Hazira Refinery — Supplier invoice EEIO,DEFRA UK 2024,Internal — EHS team,0.84
2024,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Hazira Refinery,Refinery,1530.128,tCO2e,Hazira Refinery — 3PL freight ledgers,API Compendium 2009,BSI (limited),0.82
2024,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Hazira Refinery,Refinery,866.554,tCO2e,Hazira Refinery — Project capex registers,GHG Protocol Cross-Sector,DNV (limited),0.89
2024,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Hazira Refinery,Refinery,1069.941,tCO2e,Hazira Refinery — Waste contractor data,API Compendium 2009,,0.93
2024,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Jamnagar Polymer Plant,Petchem,3625.191,tCO2e,Jamnagar Polymer Plant — Boiler & furnace fuel logs,IPCC 2006 Tier-1,Internal — EHS team,0.9
2024,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Jamnagar Polymer Plant,Petchem,1445.183,tCO2e,Jamnagar Polymer Plant — Fleet fuel cards,IPCC 2006 Tier-1,,0.9
2024,Q1,Scope 1,Process Emissions,Reformers & Crackers,Jamnagar Polymer Plant,Petchem,3197.949,tCO2e,Jamnagar Polymer Plant — Process mass balance,EPA Emission Factors Hub 2024,,0.9
2024,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Jamnagar Polymer Plant,Petchem,770.732,tCO2e,Jamnagar Polymer Plant — LDAR programme,IPCC 2006 Tier-2,ERM (reasonable),0.84
2024,Q1,Scope 2,Purchased Electricity,Grid + PPA,Jamnagar Polymer Plant,Petchem,4822.327,tCO2e,Jamnagar Polymer Plant — DISCOM utility bills,DEFRA UK 2024,TUV Nord (limited),0.93
2024,Q1,Scope 2,Purchased Steam,Industrial Utilities,Jamnagar Polymer Plant,Petchem,930.57,tCO2e,Jamnagar Polymer Plant — Steam supply contract,DEFRA UK 2024,Internal — EHS team,0.89
2024,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Jamnagar Polymer Plant,Petchem,465.466,tCO2e,Jamnagar Polymer Plant — Concur travel exports,IPCC 2006 Tier-2,DNV (limited),0.86
2024,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Jamnagar Polymer Plant,Petchem,564.585,tCO2e,Jamnagar Polymer Plant — Annual commuter survey,IPCC 2006 Tier-2,BSI (limited),0.85
2024,Q1,Scope 3,Purchased Goods,Raw & Packaging,Jamnagar Polymer Plant,Petchem,2561.438,tCO2e,Jamnagar Polymer Plant — Supplier invoice EEIO,IPCC 2006 Tier-3,BSI (limited),0.86
2024,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Jamnagar Polymer Plant,Petchem,1544.117,tCO2e,Jamnagar Polymer Plant — 3PL freight ledgers,DEFRA UK 2024,Internal — EHS team,0.79
2024,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Jamnagar Polymer Plant,Petchem,959.846,tCO2e,Jamnagar Polymer Plant — Project capex registers,IPCC 2006 Tier-3,,0.82
2024,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Jamnagar Polymer Plant,Petchem,860.72,tCO2e,Jamnagar Polymer Plant — Waste contractor data,DEFRA UK 2024,TUV Nord (reasonable),0.94
2024,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Vadodara Chemicals,Petchem,2065.727,tCO2e,Vadodara Chemicals — Boiler & furnace fuel logs,DEFRA UK 2024,TUV Nord (reasonable),0.81
2024,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Vadodara Chemicals,Petchem,801.797,tCO2e,Vadodara Chemicals — Fleet fuel cards,IPCC 2006 Tier-1,BSI (limited),0.79
2024,Q1,Scope 1,Process Emissions,Reformers & Crackers,Vadodara Chemicals,Petchem,1961.304,tCO2e,Vadodara Chemicals — Process mass balance,DEFRA UK 2024,ERM (reasonable),0.81
2024,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Vadodara Chemicals,Petchem,635.453,tCO2e,Vadodara Chemicals — LDAR programme,CEA Grid Factor v20.0,TUV Nord (limited),0.79
2024,Q1,Scope 2,Purchased Electricity,Grid + PPA,Vadodara Chemicals,Petchem,2437.183,tCO2e,Vadodara Chemicals — DISCOM utility bills,API Compendium 2009,ERM (reasonable),0.88
2024,Q1,Scope 2,Purchased Steam,Industrial Utilities,Vadodara Chemicals,Petchem,468.372,tCO2e,Vadodara Chemicals — Steam supply contract,DEFRA UK 2024,TUV Nord (reasonable),0.82
2024,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Vadodara Chemicals,Petchem,225.777,tCO2e,Vadodara Chemicals — Concur travel exports,CEA Grid Factor v20.0,BSI (limited),0.78
2024,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Vadodara Chemicals,Petchem,407.197,tCO2e,Vadodara Chemicals — Annual commuter survey,IPCC 2006 Tier-1,,0.87
2024,Q1,Scope 3,Purchased Goods,Raw & Packaging,Vadodara Chemicals,Petchem,1892.317,tCO2e,Vadodara Chemicals — Supplier invoice EEIO,CEA Grid Factor v20.0,TUV Nord (limited),0.83
2024,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Vadodara Chemicals,Petchem,898.268,tCO2e,Vadodara Chemicals — 3PL freight ledgers,API Compendium 2009,Internal — EHS team,0.87
2024,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Vadodara Chemicals,Petchem,513.23,tCO2e,Vadodara Chemicals — Project capex registers,GHG Protocol Cross-Sector,,0.78
2024,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Vadodara Chemicals,Petchem,447.199,tCO2e,Vadodara Chemicals — Waste contractor data,GHG Protocol Cross-Sector,,0.96
2024,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Paradip Plant,Petchem,1874.485,tCO2e,Paradip Plant — Boiler & furnace fuel logs,CEA Grid Factor v20.0,Internal — EHS team,0.94
2024,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Paradip Plant,Petchem,794.372,tCO2e,Paradip Plant — Fleet fuel cards,GHG Protocol Cross-Sector,ERM (reasonable),0.88
2024,Q1,Scope 1,Process Emissions,Reformers & Crackers,Paradip Plant,Petchem,1812.147,tCO2e,Paradip Plant — Process mass balance,GHG Protocol Cross-Sector,BSI (limited),0.86
2024,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Paradip Plant,Petchem,507.335,tCO2e,Paradip Plant — LDAR programme,IPCC 2006 Tier-3,TUV Nord (reasonable),0.9
2024,Q1,Scope 2,Purchased Electricity,Grid + PPA,Paradip Plant,Petchem,1971.08,tCO2e,Paradip Plant — DISCOM utility bills,IPCC 2006 Tier-3,BSI (limited),0.89
2024,Q1,Scope 2,Purchased Steam,Industrial Utilities,Paradip Plant,Petchem,521.645,tCO2e,Paradip Plant — Steam supply contract,GLEC Framework 3.0,BSI (limited),0.82
2024,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Paradip Plant,Petchem,195.569,tCO2e,Paradip Plant — Concur travel exports,IPCC 2006 Tier-2,BSI (limited),0.84
2024,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Paradip Plant,Petchem,316.357,tCO2e,Paradip Plant — Annual commuter survey,EPA Emission Factors Hub 2024,TUV Nord (limited),0.87
2024,Q1,Scope 3,Purchased Goods,Raw & Packaging,Paradip Plant,Petchem,1172.249,tCO2e,Paradip Plant — Supplier invoice EEIO,CEA Grid Factor v20.0,TUV Nord (limited),0.83
2024,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Paradip Plant,Petchem,715.719,tCO2e,Paradip Plant — 3PL freight ledgers,IPCC 2006 Tier-3,Internal — EHS team,0.8
2024,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Paradip Plant,Petchem,400.434,tCO2e,Paradip Plant — Project capex registers,IPCC 2006 Tier-3,TUV Nord (limited),0.94
2024,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Paradip Plant,Petchem,525.951,tCO2e,Paradip Plant — Waste contractor data,CEA Grid Factor v20.0,,0.82
2024,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Haldia Petchem,Petchem,1795.989,tCO2e,Haldia Petchem — Boiler & furnace fuel logs,API Compendium 2009,TUV Nord (limited),0.84
2024,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Haldia Petchem,Petchem,550.741,tCO2e,Haldia Petchem — Fleet fuel cards,GLEC Framework 3.0,TUV Nord (reasonable),0.87
2024,Q1,Scope 1,Process Emissions,Reformers & Crackers,Haldia Petchem,Petchem,1431.47,tCO2e,Haldia Petchem — Process mass balance,IPCC 2006 Tier-2,ERM (reasonable),0.88
2024,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Haldia Petchem,Petchem,394.045,tCO2e,Haldia Petchem — LDAR programme,API Compendium 2009,Internal — EHS team,0.91
2024,Q1,Scope 2,Purchased Electricity,Grid + PPA,Haldia Petchem,Petchem,1683.438,tCO2e,Haldia Petchem — DISCOM utility bills,GHG Protocol Cross-Sector,TUV Nord (limited),0.86
2024,Q1,Scope 2,Purchased Steam,Industrial Utilities,Haldia Petchem,Petchem,319.964,tCO2e,Haldia Petchem — Steam supply contract,CEA Grid Factor v20.0,BSI (limited),0.85
2024,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Haldia Petchem,Petchem,202.769,tCO2e,Haldia Petchem — Concur travel exports,IPCC 2006 Tier-2,,0.79
2024,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Haldia Petchem,Petchem,310.767,tCO2e,Haldia Petchem — Annual commuter survey,IPCC 2006 Tier-1,DNV (limited),0.92
2024,Q1,Scope 3,Purchased Goods,Raw & Packaging,Haldia Petchem,Petchem,1188.805,tCO2e,Haldia Petchem — Supplier invoice EEIO,API Compendium 2009,ERM (reasonable),0.79
2024,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Haldia Petchem,Petchem,678.886,tCO2e,Haldia Petchem — 3PL freight ledgers,EPA Emission Factors Hub 2024,TUV Nord (limited),0.92
2024,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Haldia Petchem,Petchem,405.094,tCO2e,Haldia Petchem — Project capex registers,CEA Grid Factor v20.0,TUV Nord (limited),0.91
2024,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Haldia Petchem,Petchem,419.878,tCO2e,Haldia Petchem — Waste contractor data,GLEC Framework 3.0,Internal — EHS team,0.86
2024,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Gandhar Gas Cracker,Petchem,1410.883,tCO2e,Gandhar Gas Cracker — Boiler & furnace fuel logs,GHG Protocol Cross-Sector,TUV Nord (limited),0.81
2024,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Gandhar Gas Cracker,Petchem,536.859,tCO2e,Gandhar Gas Cracker — Fleet fuel cards,IPCC 2006 Tier-3,BSI (limited),0.9
2024,Q1,Scope 1,Process Emissions,Reformers & Crackers,Gandhar Gas Cracker,Petchem,1462.523,tCO2e,Gandhar Gas Cracker — Process mass balance,API Compendium 2009,ERM (reasonable),0.8
