fiscal_period,event_type,capex_climate,opex_climate,impairment_amount,insurance_recovery,affected_asset_id,gl_account,scenario_tag,description,approver,supporting_doc,currency,narrative
FY2023-Q3,Chronic,48.11,3.32,0,0.0,Mumbai HQ,GL-2400-OpEx,RCP2.6,Sea-Level Rise — Coastal Defences,CFO,CFI-FY2023-Q3-543592.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q3,Transition,0.65,2.28,0,0.0,Kolkata Distribution,GL-6300-OpEx,NGFS-DelayedTransition,Carbon Tax Provision (India),Controller,CFI-FY2023-Q3-991664.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Acute,57.63,1.98,0,0.35,Indore Distribution,GL-7400-OpEx,NGFS-DivergentNetZero,Wildfire — Asset Loss,Group FC,CFI-FY2023-Q3-480560.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q3,Transition,0.74,29.48,0,0.0,Vadodara Chemicals,GL-1100-CapEx,NGFS-DivergentNetZero,Carbon Border Adjustment Mechanism,Controller,CFI-FY2023-Q3-756263.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q3,Chronic,28.0,2.28,0,0.0,Chennai Office,GL-5200-Insurance,NGFS-DivergentNetZero,Sea-Level Rise — Coastal Defences,Controller,CFI-FY2023-Q3-781239.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q3,Transition,72.82,1.81,0,0.0,Mumbai HQ,GL-6300-OpEx,IEA-APS,Plant Decommissioning — Coal,Treasurer,CFI-FY2023-Q3-440728.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q3,Transition,0.42,6.65,0,0.0,Visakhapatnam Port,GL-1100-CapEx,IEA-NZE2050,Carbon Border Adjustment Mechanism,Plant FC,CFI-FY2023-Q3-261359.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q3,Transition,6.92,0.52,0,0.0,Ahmedabad Office,GL-5200-Insurance,NGFS-DelayedTransition,Renewable PPA — Long-term Contract,Audit Committee,CFI-FY2023-Q3-565581.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Acute,40.08,0.22,0,0.1,Ahmedabad Office,GL-3500-OpEx,NGFS-NetZero2050,Wildfire — Asset Loss,Treasurer,CFI-FY2023-Q3-820970.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q3,Transition,7.59,0.7,0,0.0,Bhubaneswar Office,GL-4100-Impair,IEA-APS,EV Fleet Conversion,Plant FC,CFI-FY2023-Q3-794108.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Acute,0.62,22.03,0,12.56,Hyderabad Distribution,GL-2300-OpEx,NGFS-DivergentNetZero,Cyclone Damage — Coastal Plant,Audit Committee,CFI-FY2023-Q3-469259.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Acute,1.73,32.38,0,9.4,Surat Polymer Lab,GL-1200-CapEx,IEA-STEPS,Flood — Plant Shutdown,Group FC,CFI-FY2023-Q3-243593.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q3,Chronic,0.23,5.25,0,0.0,Mumbai HQ,GL-8500-OpEx,NGFS-NetZero2050,Rising Avg Temp — Cooling Demand,Controller,CFI-FY2023-Q3-570767.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q3,Transition,0.75,10.47,0,0.0,Haldia Petchem,GL-2300-OpEx,NGFS-DelayedTransition,Carbon Border Adjustment Mechanism,Treasurer,CFI-FY2023-Q3-871217.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q3,Transition,0.27,24.21,0,0.0,Haldia Petchem,GL-8500-OpEx,NGFS-DivergentNetZero,Carbon Tax Provision (India),Treasurer,CFI-FY2023-Q3-557667.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q3,Chronic,48.32,3.14,0,0.0,Indore Distribution,GL-7400-OpEx,RCP8.5,Sea-Level Rise — Coastal Defences,CFO,CFI-FY2023-Q3-533998.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Acute,0.46,20.2,0,8.73,Paradip Plant,GL-8500-OpEx,NGFS-NetZero2050,Cyclone Damage — Coastal Plant,Audit Committee,CFI-FY2023-Q3-313815.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q3,Acute,0.86,28.76,0,0.7,Nagothane Plant,GL-4100-Impair,RCP8.5,Cyclone Damage — Coastal Plant,Plant FC,CFI-FY2023-Q3-928072.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q3,Acute,1.85,39.7,0,10.73,Indore Distribution,GL-2300-OpEx,RCP2.6,Cyclone Damage — Coastal Plant,Controller,CFI-FY2023-Q3-263719.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q3,Acute,38.84,1.73,0,0.9,Nashik Logistics,GL-7400-OpEx,RCP8.5,Wildfire — Asset Loss,Group FC,CFI-FY2023-Q3-436349.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q3,Transition,0.25,0.57,0,0.0,Bhubaneswar Office,GL-4100-Impair,NGFS-DivergentNetZero,EU CSRD Reporting Compliance,Treasurer,CFI-FY2023-Q3-995849.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q3,Transition,0.13,24.66,0,0.0,Visakhapatnam Port,GL-3500-OpEx,IEA-APS,Carbon Border Adjustment Mechanism,Group FC,CFI-FY2023-Q3-822758.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q3,Acute,1.5,14.28,0,0.87,Jamnagar Polymer Plant,GL-7400-OpEx,RCP4.5,Cyclone Damage — Coastal Plant,Audit Committee,CFI-FY2023-Q3-103735.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q3,Transition,36.99,3.43,0,0.0,Indore Distribution,GL-3500-OpEx,NGFS-DivergentNetZero,Carbon Capture & Storage Pilot,Audit Committee,CFI-FY2023-Q3-812044.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q3,Transition,1.25,3.58,0,0.0,Lucknow Distribution,GL-8500-OpEx,NGFS-NetZero2050,Carbon Border Adjustment Mechanism,Plant FC,CFI-FY2023-Q3-969350.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q3,Transition,21.19,1.2,0,0.0,Hyderabad Catalysis Lab,GL-1100-CapEx,NGFS-NetZero2050,Green Hydrogen Pilot Plant,Treasurer,CFI-FY2023-Q3-328461.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Transition,1.3,3.03,0,0.0,Hyderabad Distribution,GL-4100-Impair,IEA-APS,Carbon Border Adjustment Mechanism,Treasurer,CFI-FY2023-Q3-962861.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q3,Transition,22.38,3.96,0,0.0,Mangalore Storage,GL-2400-OpEx,NGFS-DivergentNetZero,EV Fleet Conversion,CFO,CFI-FY2023-Q3-517609.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q3,Transition,16.09,0.65,0,0.0,Hazira Refinery,GL-5200-Insurance,IEA-NZE2050,EV Fleet Conversion,Treasurer,CFI-FY2023-Q3-564647.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q3,Acute,30.54,0.09,0,0.04,Hyderabad Catalysis Lab,GL-1200-CapEx,IEA-NZE2050,Wildfire — Asset Loss,Treasurer,CFI-FY2023-Q3-737463.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q3,Chronic,0.68,4.36,0,0.0,Paradip Plant,GL-7400-OpEx,RCP2.6,Rising Avg Temp — Cooling Demand,Audit Committee,CFI-FY2023-Q3-941393.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q3,Chronic,0.19,1.81,0,0.0,Lucknow Distribution,GL-3500-OpEx,IEA-APS,Drought — Water Sourcing Cost,Audit Committee,CFI-FY2023-Q3-955113.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q3,Transition,1.77,28.84,0,0.0,Mumbai HQ,GL-6300-OpEx,RCP2.6,Carbon Border Adjustment Mechanism,Audit Committee,CFI-FY2023-Q3-294011.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q4,Acute,0.44,3.39,0,0.23,Surat Polymer Lab,GL-3500-OpEx,RCP4.5,Heatwave — Cooling Surge,Controller,CFI-FY2023-Q4-415289.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q4,Transition,20.77,1.05,0,0.0,Tuticorin Port Cluster,GL-7400-OpEx,IEA-STEPS,Renewable PPA — Long-term Contract,Plant FC,CFI-FY2023-Q4-773143.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q4,Transition,1.67,26.41,0,0.0,Chennai Office,GL-1100-CapEx,NGFS-DelayedTransition,Carbon Border Adjustment Mechanism,Plant FC,CFI-FY2023-Q4-110563.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q4,Transition,21.83,0.49,0,0.0,Visakhapatnam Port,GL-4100-Impair,IEA-APS,R&D — Bio-feedstock,Controller,CFI-FY2023-Q4-520384.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q4,Acute,0.45,4.24,0,1.07,Mangalore Storage,GL-2400-OpEx,IEA-STEPS,Heatwave — Cooling Surge,Audit Committee,CFI-FY2023-Q4-145670.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q4,Transition,56.15,0.99,0,0.0,Kolkata Distribution,GL-1200-CapEx,RCP8.5,Plant Decommissioning — Coal,CFO,CFI-FY2023-Q4-387693.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q4,Acute,65.43,1.49,0,0.72,Jaipur Office,GL-1100-CapEx,IEA-APS,Wildfire — Asset Loss,Audit Committee,CFI-FY2023-Q4-896278.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q4,Acute,68.57,2.07,0,0.95,Pune R&D Center,GL-1100-CapEx,RCP4.5,Wildfire — Asset Loss,CFO,CFI-FY2023-Q4-765500.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q4,Transition,1.46,29.47,0,0.0,Pune R&D Center,GL-1100-CapEx,IEA-APS,Carbon Tax Provision (India),Audit Committee,CFI-FY2023-Q4-801770.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q4,Chronic,0.74,6.57,0,0.0,Indore Distribution,GL-1100-CapEx,NGFS-DelayedTransition,Drought — Water Sourcing Cost,Audit Committee,CFI-FY2023-Q4-451498.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q4,Chronic,0.24,7.09,0,0.0,Kochi Sales Office,GL-1100-CapEx,RCP2.6,Rising Avg Temp — Cooling Demand,Controller,CFI-FY2023-Q4-444811.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q4,Transition,2.43,3.27,0,0.0,Chennai Office,GL-1100-CapEx,IEA-NZE2050,EV Fleet Conversion,Plant FC,CFI-FY2023-Q4-201229.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q4,Transition,18.74,3.17,0,0.0,Kochi Tankage,GL-3500-OpEx,IEA-NZE2050,Renewable PPA — Long-term Contract,Group FC,CFI-FY2023-Q4-249166.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q4,Acute,1.05,26.25,0,0.68,Kandla Terminal,GL-6300-OpEx,IEA-NZE2050,Cyclone Damage — Coastal Plant,Plant FC,CFI-FY2023-Q4-906668.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q4,Chronic,29.0,2.42,0,0.0,Indore Distribution,GL-5200-Insurance,NGFS-DelayedTransition,Sea-Level Rise — Coastal Defences,Plant FC,CFI-FY2023-Q4-187181.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q4,Acute,1.91,25.55,0,0.77,Hyderabad Distribution,GL-1200-CapEx,IEA-NZE2050,Cyclone Damage — Coastal Plant,Plant FC,CFI-FY2023-Q4-779806.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q4,Transition,15.41,1.99,0,0.0,Bhubaneswar Office,GL-1100-CapEx,IEA-APS,Plant Decommissioning — Coal,Plant FC,CFI-FY2023-Q4-713758.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q4,Transition,1.31,3.17,0,0.0,Kolkata Distribution,GL-3500-OpEx,RCP2.6,Carbon Border Adjustment Mechanism,Audit Committee,CFI-FY2023-Q4-158985.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q4,Transition,39.45,0.49,0,0.0,Kandla Terminal,GL-1200-CapEx,RCP2.6,Carbon Capture & Storage Pilot,Treasurer,CFI-FY2023-Q4-117670.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q4,Transition,18.19,3.31,0,0.0,Bhubaneswar Office,GL-5200-Insurance,NGFS-DelayedTransition,R&D — Bio-feedstock,Group FC,CFI-FY2023-Q4-860715.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q4,Transition,19.88,4.42,0,0.0,Kolkata Distribution,GL-1200-CapEx,RCP4.5,Renewable PPA — Long-term Contract,CFO,CFI-FY2023-Q4-513418.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q4,Acute,43.85,0.15,0,0.08,Chennai Office,GL-5200-Insurance,IEA-NZE2050,Wildfire — Asset Loss,Controller,CFI-FY2023-Q4-260902.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q4,Transition,1.72,26.63,0,0.0,Mumbai HQ,GL-8500-OpEx,IEA-APS,Carbon Price — Cap & Trade,Treasurer,CFI-FY2023-Q4-799649.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q4,Transition,23.49,1.15,0,0.0,Coimbatore Office,GL-8500-OpEx,NGFS-DelayedTransition,Plant Decommissioning — Coal,Group FC,CFI-FY2023-Q4-934609.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q4,Transition,0.82,35.54,0,0.0,Dahej Industrial Cluster,GL-4100-Impair,RCP8.5,Carbon Tax Provision (India),Controller,CFI-FY2023-Q4-999651.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q4,Transition,1.54,2.54,0,0.0,Nagothane Plant,GL-8500-OpEx,NGFS-DivergentNetZero,EV Fleet Conversion,Plant FC,CFI-FY2023-Q4-720753.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q4,Transition,5.96,0.54,0,0.0,Dahej Industrial Cluster,GL-2300-OpEx,IEA-STEPS,Plant Decommissioning — Coal,Group FC,CFI-FY2023-Q4-298224.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q4,Transition,0.68,17.77,0,0.0,Lucknow Distribution,GL-1100-CapEx,RCP2.6,Carbon Tax Provision (India),Controller,CFI-FY2023-Q4-234188.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q4,Chronic,0.57,5.46,0,0.0,Gandhar Gas Cracker,GL-4100-Impair,NGFS-DivergentNetZero,Rising Avg Temp — Cooling Demand,Group FC,CFI-FY2023-Q4-285408.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q4,Transition,0.7,1.9,0,0.0,Hyderabad Distribution,GL-5200-Insurance,IEA-APS,EU CSRD Reporting Compliance,Audit Committee,CFI-FY2023-Q4-609353.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q4,Chronic,41.02,1.65,0,0.0,Delhi Sales Hub,GL-4100-Impair,NGFS-DelayedTransition,Sea-Level Rise — Coastal Defences,Controller,CFI-FY2023-Q4-321042.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q4,Acute,55.73,0.12,0,0.05,Hyderabad Catalysis Lab,GL-8500-OpEx,NGFS-DivergentNetZero,Wildfire — Asset Loss,CFO,CFI-FY2023-Q4-610622.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q4,Chronic,76.98,0.81,0,0.0,Bengaluru Tech Park,GL-2400-OpEx,RCP4.5,Sea-Level Rise — Coastal Defences,Group FC,CFI-FY2023-Q4-854573.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q4,Transition,12.84,1.11,0,0.0,Pune R&D Center,GL-1100-CapEx,NGFS-NetZero2050,Renewable PPA — Long-term Contract,Treasurer,CFI-FY2023-Q4-288578.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q4,Transition,18.3,4.04,0,0.0,Coimbatore Office,GL-1100-CapEx,IEA-STEPS,EV Fleet Conversion,Plant FC,CFI-FY2023-Q4-833001.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q4,Transition,0.45,32.62,0,0.0,Tuticorin Port Cluster,GL-7400-OpEx,RCP2.6,Carbon Border Adjustment Mechanism,Group FC,CFI-FY2023-Q4-520255.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q4,Chronic,0.24,5.25,0,0.0,Jaipur Office,GL-3500-OpEx,RCP4.5,Drought — Water Sourcing Cost,Controller,CFI-FY2023-Q4-364799.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q4,Transition,20.85,3.33,0,0.0,Hyderabad Distribution,GL-6300-OpEx,RCP2.6,Renewable PPA — Long-term Contract,Group FC,CFI-FY2023-Q4-794958.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q4,Chronic,0.42,3.51,0,0.0,Pune R&D Center,GL-4100-Impair,IEA-STEPS,Drought — Water Sourcing Cost,Treasurer,CFI-FY2023-Q4-311376.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q4,Acute,0.53,15.83,0,3.27,Mangalore Storage,GL-5200-Insurance,IEA-STEPS,Flood — Plant Shutdown,Audit Committee,CFI-FY2023-Q4-575602.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q4,Acute,8.61,2.21,0,0.81,Kochi Sales Office,GL-2300-OpEx,RCP4.5,Wildfire — Asset Loss,Controller,CFI-FY2023-Q4-716074.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q4,Transition,56.98,1.25,0,0.0,Nashik Logistics,GL-2300-OpEx,RCP4.5,Green Hydrogen Pilot Plant,Treasurer,CFI-FY2023-Q4-280874.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q4,Transition,2.24,0.33,0,0.0,Gandhar Gas Cracker,GL-1200-CapEx,RCP8.5,R&D — Bio-feedstock,Group FC,CFI-FY2023-Q4-442811.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q4,Transition,13.11,1.27,0,0.0,Kolkata Distribution,GL-2400-OpEx,NGFS-DivergentNetZero,R&D — Bio-feedstock,CFO,CFI-FY2023-Q4-836605.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q4,Chronic,31.67,2.34,0,0.0,Pune R&D Center,GL-4100-Impair,IEA-NZE2050,Sea-Level Rise — Coastal Defences,Plant FC,CFI-FY2023-Q4-268405.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q4,Chronic,0.1,4.73,0,0.0,Lucknow Distribution,GL-6300-OpEx,RCP4.5,Drought — Water Sourcing Cost,Audit Committee,CFI-FY2023-Q4-244580.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q4,Transition,0,0,102.6,0.0,Vadodara Chemicals,GL-2400-OpEx,NGFS-DivergentNetZero,Stranded Asset Impairment — Refinery,Audit Committee,CFI-FY2023-Q4-656447.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q4,Chronic,8.03,0.59,0,0.0,Ahmedabad Office,GL-4100-Impair,IEA-NZE2050,Sea-Level Rise — Coastal Defences,Treasurer,CFI-FY2023-Q4-463932.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q4,Acute,0.34,14.44,0,0.67,Jamnagar Polymer Plant,GL-4100-Impair,RCP8.5,Flood — Plant Shutdown,Controller,CFI-FY2023-Q4-324412.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q4,Transition,15.69,2.51,0,0.0,Nashik Logistics,GL-6300-OpEx,IEA-APS,Renewable PPA — Long-term Contract,Audit Committee,CFI-FY2023-Q4-118062.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q4,Acute,0.53,0.67,0,0.32,Kochi Sales Office,GL-2300-OpEx,IEA-STEPS,Heatwave — Cooling Surge,Treasurer,CFI-FY2023-Q4-992204.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q4,Transition,0.04,3.52,0,0.0,Pune R&D Center,GL-1100-CapEx,NGFS-DivergentNetZero,Carbon Tax Provision (India),Plant FC,CFI-FY2023-Q4-932848.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q4,Chronic,0.63,3.53,0,0.0,Dahej Industrial Cluster,GL-3500-OpEx,IEA-APS,Rising Avg Temp — Cooling Demand,Controller,CFI-FY2023-Q4-779439.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q4,Acute,0.87,38.95,0,6.83,Kochi Tankage,GL-2400-OpEx,IEA-NZE2050,Cyclone Damage — Coastal Plant,Treasurer,CFI-FY2023-Q4-456578.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q4,Acute,0.68,4.92,0,1.45,Delhi Sales Hub,GL-5200-Insurance,RCP4.5,Heatwave — Cooling Surge,Audit Committee,CFI-FY2023-Q4-343225.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q4,Transition,11.09,0.8,0,0.0,Pune R&D Center,GL-7400-OpEx,NGFS-DivergentNetZero,Renewable PPA — Long-term Contract,CFO,CFI-FY2023-Q4-164028.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q4,Chronic,0.54,6.64,0,0.0,Delhi Sales Hub,GL-5200-Insurance,RCP4.5,Drought — Water Sourcing Cost,Audit Committee,CFI-FY2023-Q4-179842.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q4,Chronic,0.04,1.9,0,0.0,Kolkata Distribution,GL-2400-OpEx,IEA-APS,Drought — Water Sourcing Cost,Group FC,CFI-FY2023-Q4-362300.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q4,Transition,10.69,1.66,0,0.0,Bengaluru Tech Park,GL-2300-OpEx,NGFS-DivergentNetZero,Renewable PPA — Long-term Contract,Plant FC,CFI-FY2023-Q4-450917.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q4,Chronic,0.61,1.87,0,0.0,Nashik Logistics,GL-1200-CapEx,IEA-NZE2050,Drought — Water Sourcing Cost,Plant FC,CFI-FY2023-Q4-299285.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q4,Chronic,0.14,6.29,0,0.0,Kandla Terminal,GL-8500-OpEx,NGFS-DivergentNetZero,Drought — Water Sourcing Cost,Controller,CFI-FY2023-Q4-131109.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
